rg,nome,idade,cidade,doenca
93614721,West,59,Contagem,dengue
93615498,Bonnie,9,Betim,pneumonia
93616275,Martin,76,Betim,pneumonia
93617052,Esperanza,36,Belo Horizonte,catapora
93617829,Persis,53,Ribeirão das Neves,gripe
93618606,Madie,53,Contagem,pneumonia
93619383,Maud,31,Contagem,gripe
93620160,Carlos,38,Betim,pneumonia
93620937,Mark,57,Ribeirão das Neves,febre amarela
93621714,Teckla,1,Betim,dengue
93622491,Lonnie,38,Contagem,dengue
93623268,Waymon,67,Ribeirão das Neves,gripe
93624045,Cleopatra,50,Contagem,virose
93624822,Delora,63,Ribeirão das Neves,covid-19
93625599,Rollie,40,Ribeirão das Neves,cancer
93626376,Lura,27,Contagem,virose
93627153,Pollie,79,Contagem,gripe
93627930,Son,8,Betim,covid-19
93628707,Fayette,24,Ribeirão das Neves,covid-19
93629484,Neola,51,Contagem,pneumonia
93630261,Garnet,11,Santa Luzia,catapora
93631038,Rube,74,Ribeirão das Neves,dengue
93631815,Vernetta,34,Betim,dengue
93632592,Lavern,83,Santa Luzia,dengue
93633369,Odie,14,Betim,dengue
93634146,Veta,68,Santa Luzia,artrite
93634923,Erminie,74,Santa Luzia,artrite
93635700,Sammie,33,Santa Luzia,pneumonia
93636477,Marina,14,Contagem,fibromialgia
93637254,Elwyn,60,Betim,fibromialgia
93638031,Dillard,47,Ribeirão das Neves,covid-19
93638808,Elna,45,Santa Luzia,pneumonia
93639585,Thornton,65,Ribeirão das Neves,pneumonia
93640362,Florrie,5,Belo Horizonte,covid-19
93641139,Tomasita,6,Betim,cancer
93641916,Velta,88,Betim,catapora
93642693,Clay,39,Belo Horizonte,catapora
93643470,Clare,71,Betim,fibromialgia
93644247,Essie,69,Santa Luzia,dengue
93645024,Gracia,21,Contagem,virose
93645801,Joe,51,Ribeirão das Neves,cancer
93646578,Zena,74,Belo Horizonte,virose
93647355,Hanna,41,Contagem,catapora
93648132,Alfreda,51,Belo Horizonte,catapora
93648909,Roena,81,Betim,febre amarela
93649686,Hasel,96,Contagem,virose
93650463,Roena,4,Santa Luzia,fibromialgia
93651240,Olga,38,Contagem,artrite
93652017,Mercedes,76,Ribeirão das Neves,gripe
93652794,Leva,60,Contagem,gripe
93653571,Adela,3,Belo Horizonte,cancer
93654348,Hildegard,27,Ribeirão das Neves,febre amarela
93655125,Benton,68,Ribeirão das Neves,pneumonia
93655902,Linn,88,Ribeirão das Neves,fibromialgia
93656679,Beverly,29,Santa Luzia,dengue
93657456,Mammie,36,Contagem,cancer
93658233,Santiago,42,Santa Luzia,artrite
93659010,Blair,58,Contagem,covid-19
93659787,Rosalie,20,Contagem,artrite
93660564,Blanch,79,Betim,catapora
93661341,Zoa,67,Santa Luzia,catapora
93662118,Embry,25,Belo Horizonte,fibromialgia
93662895,Maybell,34,Betim,cancer
93663672,Glen,75,Belo Horizonte,gripe
93664449,Ocie,49,Santa Luzia,dengue
93665226,Dona,20,Ribeirão das Neves,dengue
93666003,Rosemary,44,Belo Horizonte,pneumonia
93666780,Emmaline,23,Santa Luzia,gripe
93667557,Milly,31,Contagem,pneumonia
93668334,Altha,11,Contagem,covid-19
93669111,Reyes,38,Contagem,dengue
93669888,Dorothy,75,Belo Horizonte,covid-19
93670665,Verla,25,Santa Luzia,dengue
93671442,Santina,56,Santa Luzia,covid-19
93672219,Don,66,Betim,fibromialgia
93672996,Elwood,84,Belo Horizonte,dengue
93673773,Bertha,61,Contagem,catapora
93674550,Augustine,93,Betim,fibromialgia
93675327,Everett,78,Betim,gripe
93676104,Larry,8,Santa Luzia,virose
93676881,Elenore,6,Ribeirão das Neves,dengue
93677658,Rachel,88,Santa Luzia,gripe
93678435,Irene,8,Betim,febre amarela
93679212,Donie,60,Santa Luzia,fibromialgia
93679989,John,20,Betim,covid-19
93680766,Sterling,28,Santa Luzia,febre amarela
93681543,Audrey,14,Contagem,gripe
93682320,Hildred,43,Betim,virose
93683097,Ann,27,Santa Luzia,cancer
93683874,Theodora,73,Contagem,fibromialgia
93684651,Christine,36,Santa Luzia,cancer
93685428,Ollie,12,Santa Luzia,catapora
93686205,Malachi,32,Ribeirão das Neves,fibromialgia
93686982,Darius,90,Santa Luzia,catapora
93687759,Webb,58,Contagem,virose
93688536,Nicholas,43,Santa Luzia,fibromialgia
93689313,Fred,91,Santa Luzia,virose
93690090,Ruby,9,Santa Luzia,cancer
93690867,Hermina,49,Belo Horizonte,catapora
93691644,Milda,76,Ribeirão das Neves,fibromialgia
93692421,Aurore,42,Betim,pneumonia
93693198,Carmen,11,Santa Luzia,pneumonia
93693975,Galen,39,Belo Horizonte,pneumonia
93694752,Arizona,21,Contagem,febre amarela
93695529,Luetta,55,Belo Horizonte,covid-19
93696306,Clint,74,Belo Horizonte,febre amarela
93697083,Lenard,19,Santa Luzia,pneumonia
93697860,John,85,Betim,gripe
93698637,Radford,3,Contagem,covid-19
93699414,Valentine,83,Ribeirão das Neves,febre amarela
93700191,Ivah,40,Ribeirão das Neves,gripe
93700968,Edmonia,49,Ribeirão das Neves,fibromialgia
93701745,Christina,78,Ribeirão das Neves,dengue
93702522,Ivalee,52,Santa Luzia,catapora
93703299,Valarie,2,Belo Horizonte,fibromialgia
93704076,Lora,27,Betim,pneumonia
93704853,Duke,24,Ribeirão das Neves,pneumonia
93705630,Arabella,55,Ribeirão das Neves,fibromialgia
93706407,Bernardina,52,Betim,covid-19
93707184,Tim,75,Santa Luzia,pneumonia
93707961,Agnes,61,Ribeirão das Neves,febre amarela
93708738,Lea,22,Ribeirão das Neves,virose
93709515,Gustav,27,Santa Luzia,pneumonia
93710292,Mason,4,Santa Luzia,fibromialgia
93711069,Colleen,85,Belo Horizonte,artrite
93711846,Cinda,24,Belo Horizonte,fibromialgia
93712623,Johnie,83,Santa Luzia,covid-19
93713400,Reuben,8,Betim,gripe
93714177,Harriet,27,Santa Luzia,pneumonia
93714954,Loretto,80,Betim,gripe
93715731,Salvatore,95,Contagem,catapora
93716508,Sandy,93,Betim,covid-19
93717285,Miguel,45,Betim,covid-19
93718062,Napoleon,7,Santa Luzia,artrite
93718839,Herschel,30,Belo Horizonte,virose
93719616,Arrie,82,Ribeirão das Neves,virose
93720393,Unknown,58,Belo Horizonte,febre amarela
93721170,Roselee,31,Contagem,cancer
93721947,Loula,96,Santa Luzia,fibromialgia
93722724,Yvonne,30,Santa Luzia,cancer
93723501,Artena,87,Contagem,virose
93724278,Lessie,21,Belo Horizonte,cancer
93725055,Earlean,91,Betim,gripe
93725832,Egbert,75,Betim,cancer
93726609,Burnice,62,Ribeirão das Neves,cancer
93727386,Orlean,53,Belo Horizonte,cancer
93728163,Susana,5,Contagem,cancer
93728940,Erie,68,Betim,febre amarela
93729717,Hayden,72,Contagem,fibromialgia
93730494,Libbie,22,Santa Luzia,fibromialgia
93731271,Caddie,44,Belo Horizonte,pneumonia
93732048,Hill,11,Contagem,fibromialgia
93732825,Arminta,89,Santa Luzia,dengue
93733602,Verdie,22,Santa Luzia,febre amarela
93734379,Wilda,4,Betim,pneumonia
93735156,Ulysses,17,Betim,febre amarela
93735933,Bonnie,1,Contagem,catapora
93736710,Aili,83,Ribeirão das Neves,gripe
93737487,Jean,45,Contagem,gripe
93738264,Justine,68,Belo Horizonte,artrite
93739041,Mitchell,4,Contagem,febre amarela
93739818,Bernadine,55,Ribeirão das Neves,catapora
93740595,Elvia,97,Contagem,catapora
93741372,Hamilton,59,Ribeirão das Neves,artrite
93742149,Sarah,7,Belo Horizonte,artrite
93742926,Arizona,99,Santa Luzia,catapora
93743703,Grant,15,Belo Horizonte,cancer
93744480,Victor,43,Ribeirão das Neves,dengue
93745257,Mintie,96,Belo Horizonte,virose
93746034,Bianca,8,Ribeirão das Neves,cancer
93746811,Alvah,12,Contagem,cancer
93747588,Luvenia,73,Contagem,covid-19
93748365,Reese,96,Belo Horizonte,dengue
93749142,Alzora,4,Betim,virose
93749919,Marvel,29,Belo Horizonte,covid-19
93750696,Richmond,40,Belo Horizonte,dengue
93751473,Tommy,63,Santa Luzia,covid-19
93752250,Tommie,87,Ribeirão das Neves,artrite
93753027,Cecil,18,Santa Luzia,catapora
93753804,Constantine,1,Betim,artrite
93754581,Emmet,88,Belo Horizonte,artrite
93755358,Rolla,3,Belo Horizonte,catapora
93756135,Eathel,42,Contagem,catapora
93756912,Carrie,40,Belo Horizonte,covid-19
93757689,Adah,81,Contagem,cancer
93758466,Reeta,80,Ribeirão das Neves,dengue
93759243,Sylva,23,Belo Horizonte,cancer
93760020,Lauren,18,Betim,gripe
93760797,Lyle,76,Santa Luzia,virose
93761574,Gwendolyn,20,Santa Luzia,pneumonia
93762351,Julie,11,Santa Luzia,febre amarela
93763128,Alda,9,Contagem,covid-19
93763905,Theodore,40,Belo Horizonte,virose
93764682,Virgia,53,Contagem,febre amarela
93765459,Glen,49,Betim,cancer
93766236,Rosita,46,Contagem,gripe
93767013,Olivia,11,Santa Luzia,virose
93767790,Nat,68,Betim,gripe
93768567,Henery,8,Santa Luzia,virose
93769344,Elena,71,Santa Luzia,febre amarela
93770121,Chloe,88,Ribeirão das Neves,artrite
93770898,Emelie,78,Ribeirão das Neves,catapora
93771675,Judy,39,Contagem,pneumonia
93772452,Jewel,19,Belo Horizonte,covid-19
93773229,Margaret,23,Contagem,gripe
93774006,Mariana,4,Belo Horizonte,fibromialgia
93774783,Felicia,65,Ribeirão das Neves,virose
93775560,Enrique,60,Belo Horizonte,fibromialgia
93776337,Renna,80,Contagem,febre amarela
93777114,Pairlee,14,Belo Horizonte,virose
93777891,Lilah,9,Belo Horizonte,febre amarela
93778668,Meyer,26,Contagem,febre amarela
93779445,Madaline,31,Santa Luzia,dengue
93780222,Carrie,55,Ribeirão das Neves,dengue
93780999,Carmel,90,Ribeirão das Neves,pneumonia
93781776,Magdalene,83,Betim,febre amarela
93782553,Carma,66,Santa Luzia,cancer
93783330,Pebble,81,Contagem,covid-19
93784107,Maxwell,66,Contagem,catapora
93784884,Obie,94,Ribeirão das Neves,cancer
93785661,Paul,80,Betim,fibromialgia
93786438,Lennie,73,Contagem,pneumonia
93787215,Cinderella,52,Ribeirão das Neves,pneumonia
93787992,Lawrence,94,Contagem,gripe
93788769,Margaret,87,Santa Luzia,pneumonia
93789546,Lala,14,Santa Luzia,pneumonia
93790323,Lois,31,Santa Luzia,gripe
93791100,Felipe,38,Belo Horizonte,cancer
93791877,Talmage,77,Contagem,virose
93792654,Celina,96,Belo Horizonte,pneumonia
93793431,Melba,94,Belo Horizonte,cancer
93794208,Barbara,25,Santa Luzia,febre amarela
93794985,Corrine,92,Santa Luzia,febre amarela
93795762,Handy,58,Betim,virose
93796539,Oscar,2,Ribeirão das Neves,covid-19
93797316,Alberto,49,Belo Horizonte,dengue
93798093,Alonza,64,Ribeirão das Neves,pneumonia
93798870,Littie,92,Ribeirão das Neves,covid-19
93799647,Charlottie,3,Betim,dengue
93800424,Sara,67,Belo Horizonte,pneumonia
93801201,Luke,9,Betim,catapora
93801978,Press,44,Ribeirão das Neves,artrite
93802755,Elta,84,Santa Luzia,gripe
93803532,Rubye,20,Belo Horizonte,cancer
93804309,Rosa,29,Betim,virose
93805086,Malvin,12,Santa Luzia,catapora
93805863,Berenice,36,Ribeirão das Neves,gripe
93806640,Arvilla,98,Belo Horizonte,fibromialgia
93807417,Mont,89,Belo Horizonte,virose
93808194,Adolph,56,Betim,artrite
93808971,Iantha,77,Santa Luzia,cancer
93809748,Jeannette,82,Betim,cancer
93810525,Elvina,55,Belo Horizonte,catapora
93811302,Consuelo,64,Ribeirão das Neves,virose
93812079,Aleen,10,Betim,artrite
93812856,Fleta,92,Belo Horizonte,artrite
93813633,Alwina,77,Betim,fibromialgia
93814410,Mckinley,92,Belo Horizonte,virose
93815187,Sara,38,Belo Horizonte,fibromialgia
93815964,Wilhelm,67,Contagem,febre amarela
93816741,Camille,55,Belo Horizonte,artrite
93817518,Alvie,85,Belo Horizonte,gripe
93818295,Rene,77,Betim,pneumonia
93819072,Almira,73,Santa Luzia,catapora
93819849,Yvette,81,Betim,dengue
93820626,Ephram,44,Santa Luzia,cancer
93821403,Earnie,90,Santa Luzia,artrite
93822180,Benjamine,37,Contagem,gripe
93822957,Hilary,78,Betim,fibromialgia
93823734,Larry,14,Betim,cancer
93824511,Venus,37,Betim,virose
93825288,Elliott,56,Betim,cancer
93826065,Annis,63,Betim,catapora
93826842,Azilee,84,Contagem,virose
93827619,Isaiah,44,Belo Horizonte,cancer
93828396,Abram,5,Belo Horizonte,covid-19
93829173,Oswald,50,Santa Luzia,artrite
93829950,Reva,97,Ribeirão das Neves,gripe
93830727,Talmadge,47,Ribeirão das Neves,virose
93831504,Duncan,6,Ribeirão das Neves,covid-19
93832281,David,31,Santa Luzia,fibromialgia
93833058,Mathilda,85,Ribeirão das Neves,artrite
93833835,Lovina,37,Betim,pneumonia
93834612,Oren,7,Betim,artrite
93835389,Fay,49,Santa Luzia,virose
93836166,Guss,62,Ribeirão das Neves,artrite
93836943,Juana,68,Ribeirão das Neves,fibromialgia
93837720,Fannie,10,Santa Luzia,virose
93838497,Wardell,80,Ribeirão das Neves,catapora
93839274,Delilah,65,Santa Luzia,dengue
93840051,Georgia,47,Belo Horizonte,fibromialgia
93840828,Alverta,65,Belo Horizonte,pneumonia
93841605,Manuelita,26,Betim,cancer
93842382,Otha,85,Santa Luzia,artrite
93843159,Bee,42,Belo Horizonte,artrite
93843936,Adelene,35,Belo Horizonte,artrite
93844713,Tellie,71,Contagem,febre amarela
93845490,Elenore,77,Contagem,pneumonia
93846267,Gail,53,Contagem,dengue
93847044,Avice,32,Contagem,febre amarela
93847821,Carl,99,Betim,gripe
93848598,Lyle,9,Santa Luzia,gripe
93849375,Dalton,22,Betim,gripe
93850152,Santos,20,Contagem,artrite
93850929,Myer,23,Betim,artrite
93851706,Concepcion,99,Ribeirão das Neves,fibromialgia
93852483,Jay,27,Betim,covid-19
93853260,Carie,70,Contagem,fibromialgia
93854037,Barry,75,Belo Horizonte,cancer
93854814,Alta,76,Santa Luzia,fibromialgia
93855591,Grant,43,Santa Luzia,dengue
93856368,Earle,9,Betim,artrite
93857145,Roderick,51,Belo Horizonte,dengue
93857922,Jones,27,Betim,catapora
93858699,Lessie,33,Betim,pneumonia
93859476,Hartford,57,Contagem,catapora
93860253,Meyer,68,Santa Luzia,artrite
93861030,Damon,6,Belo Horizonte,pneumonia
93861807,Timothy,66,Ribeirão das Neves,dengue
93862584,Ernest,96,Ribeirão das Neves,artrite
93863361,Florence,29,Betim,gripe
93864138,Cressie,67,Ribeirão das Neves,catapora
93864915,Axel,52,Contagem,catapora
93865692,Herminia,32,Ribeirão das Neves,artrite
93866469,Odis,81,Ribeirão das Neves,gripe
93867246,Spurgeon,85,Betim,catapora
93868023,Ninfa,57,Belo Horizonte,dengue
93868800,Theresia,96,Contagem,fibromialgia
93869577,Allen,47,Santa Luzia,pneumonia
93870354,Laura,75,Contagem,febre amarela
93871131,Fairy,92,Contagem,cancer
93871908,Urban,68,Betim,dengue
93872685,Mima,13,Betim,virose
93873462,Myrta,27,Ribeirão das Neves,febre amarela
93874239,Tula,7,Santa Luzia,catapora
93875016,Lulu,89,Santa Luzia,catapora
93875793,Hannah,13,Contagem,fibromialgia
93876570,Harvy,79,Santa Luzia,pneumonia
93877347,Jeremiah,57,Contagem,febre amarela
93878124,Barney,11,Contagem,dengue
93878901,Robena,64,Santa Luzia,dengue
93879678,Robley,71,Santa Luzia,covid-19
93880455,Dora,31,Ribeirão das Neves,cancer
93881232,Mace,29,Contagem,pneumonia
93882009,Travis,2,Contagem,covid-19
93882786,Russel,51,Santa Luzia,virose
93883563,Francine,79,Belo Horizonte,virose
93884340,Naomi,51,Santa Luzia,pneumonia
93885117,Steve,8,Contagem,artrite
93885894,Lavern,90,Belo Horizonte,pneumonia
93886671,Noelie,72,Santa Luzia,pneumonia
93887448,Siller,30,Santa Luzia,virose
93888225,Johnnie,85,Contagem,cancer
93889002,Boston,1,Belo Horizonte,virose
93889779,Joseph,1,Contagem,virose
93890556,Fleeta,73,Betim,cancer
93891333,Georga,97,Betim,fibromialgia
93892110,Wash,30,Betim,fibromialgia
93892887,Willam,33,Belo Horizonte,covid-19
93893664,Lowell,27,Santa Luzia,dengue
93894441,Salena,1,Betim,cancer
93895218,Prince,60,Betim,fibromialgia
93895995,Hollis,55,Santa Luzia,cancer
93896772,Lethia,8,Belo Horizonte,artrite
93897549,Alvera,27,Ribeirão das Neves,pneumonia
93898326,Winnifred,60,Belo Horizonte,catapora
93899103,Floride,31,Betim,cancer
93899880,Myron,87,Contagem,cancer
93900657,Mitchell,42,Betim,virose
93901434,Esther,93,Santa Luzia,cancer
93902211,Zelia,97,Ribeirão das Neves,gripe
93902988,Sarah,30,Contagem,pneumonia
93903765,Edna,30,Santa Luzia,cancer
93904542,Inda,85,Santa Luzia,catapora
93905319,Tishie,11,Santa Luzia,febre amarela
93906096,Bernetta,69,Betim,gripe
93906873,Salvador,47,Betim,artrite
93907650,Lavere,27,Santa Luzia,dengue
93908427,Florida,30,Belo Horizonte,gripe
93909204,Hobart,33,Betim,fibromialgia
93909981,Olive,30,Contagem,fibromialgia
93910758,Lyle,81,Santa Luzia,covid-19
93911535,Audie,52,Belo Horizonte,catapora
93912312,Dell,33,Contagem,virose
93913089,Wylie,29,Belo Horizonte,fibromialgia
93913866,Eura,1,Betim,virose
93914643,Lucelia,61,Ribeirão das Neves,gripe
93915420,Ada,36,Betim,pneumonia
93916197,Carson,21,Betim,pneumonia
93916974,Verle,22,Betim,dengue
93917751,Loretto,99,Betim,dengue
93918528,Theodor,32,Santa Luzia,pneumonia
93919305,Dina,53,Contagem,dengue
93920082,Edd,27,Santa Luzia,pneumonia
93920859,Elmyra,88,Contagem,gripe
93921636,Fanny,66,Santa Luzia,fibromialgia
93922413,Jackie,23,Contagem,virose
93923190,Rosanna,60,Belo Horizonte,catapora
93923967,Lionel,37,Betim,dengue
93924744,Gaynell,21,Ribeirão das Neves,virose
93925521,Frank,18,Santa Luzia,dengue
93926298,Samuel,30,Ribeirão das Neves,dengue
93927075,Vinson,72,Betim,catapora
93927852,Elmyra,26,Ribeirão das Neves,gripe
93928629,Selena,78,Ribeirão das Neves,fibromialgia
93929406,Stuart,72,Betim,covid-19
93930183,Lenna,1,Belo Horizonte,catapora
93930960,Gennie,75,Betim,virose
93931737,Del,46,Belo Horizonte,pneumonia
93932514,Willetta,19,Ribeirão das Neves,covid-19
93933291,Wince,57,Santa Luzia,fibromialgia
93934068,Alyse,46,Belo Horizonte,febre amarela
93934845,Lulu,50,Santa Luzia,fibromialgia
93935622,Merline,10,Santa Luzia,pneumonia
93936399,Dagmar,37,Santa Luzia,covid-19
93937176,Mildred,10,Contagem,febre amarela
93937953,Benita,27,Betim,virose
93938730,Almena,87,Belo Horizonte,dengue
93939507,Dana,41,Betim,cancer
93940284,Olar,5,Belo Horizonte,pneumonia
93941061,Eunice,59,Belo Horizonte,covid-19
93941838,Orlando,26,Ribeirão das Neves,artrite
93942615,Laurette,5,Betim,covid-19
93943392,Millicent,10,Belo Horizonte,cancer
93944169,Norman,1,Belo Horizonte,catapora
93944946,Felicita,8,Belo Horizonte,catapora
93945723,Eloise,70,Ribeirão das Neves,dengue
93946500,Minna,1,Betim,artrite
93947277,Lovey,13,Santa Luzia,cancer
93948054,Casper,95,Ribeirão das Neves,febre amarela
93948831,Roy,89,Contagem,artrite
93949608,Basil,36,Ribeirão das Neves,artrite
93950385,Edna,68,Santa Luzia,cancer
93951162,Adella,25,Ribeirão das Neves,covid-19
93951939,Wellington,2,Ribeirão das Neves,febre amarela
93952716,Berta,92,Contagem,febre amarela
93953493,Clement,84,Belo Horizonte,artrite
93954270,Amada,72,Betim,artrite
93955047,Salena,3,Contagem,fibromialgia
93955824,Floy,63,Belo Horizonte,cancer
93956601,Sydney,99,Belo Horizonte,covid-19
93957378,Benjaman,34,Santa Luzia,covid-19
93958155,Vaughn,74,Ribeirão das Neves,virose
93958932,Melissia,71,Belo Horizonte,virose
93959709,Alyne,65,Belo Horizonte,covid-19
93960486,Cecilia,46,Belo Horizonte,dengue
93961263,Charlton,97,Ribeirão das Neves,fibromialgia
93962040,Floyd,32,Contagem,cancer
93962817,Lillian,31,Contagem,febre amarela
93963594,Bettye,15,Contagem,catapora
93964371,Erma,49,Betim,catapora
93965148,Odelia,12,Ribeirão das Neves,covid-19
93965925,Laurie,32,Santa Luzia,cancer
93966702,Jesus,12,Santa Luzia,covid-19
93967479,Lawrence,41,Santa Luzia,artrite
93968256,Luke,45,Contagem,dengue
93969033,Billie,48,Contagem,febre amarela
93969810,Annette,19,Ribeirão das Neves,febre amarela
93970587,Enola,56,Santa Luzia,dengue
93971364,Daisy,23,Contagem,catapora
93972141,Eddie,53,Santa Luzia,fibromialgia
93972918,Oda,38,Santa Luzia,virose
93973695,Emerson,46,Betim,gripe
93974472,Evalyn,92,Belo Horizonte,gripe
93975249,Chloe,94,Santa Luzia,pneumonia
93976026,Emma,33,Betim,cancer
93976803,Estell,46,Santa Luzia,febre amarela
93977580,Amos,10,Santa Luzia,virose
93978357,Evert,30,Santa Luzia,cancer
93979134,Ava,89,Contagem,catapora
93979911,Valera,34,Contagem,virose
93980688,Gradie,28,Contagem,febre amarela
93981465,Columbus,86,Betim,virose
93982242,Ethel,4,Contagem,covid-19
93983019,Ursula,62,Belo Horizonte,fibromialgia
93983796,Zelda,44,Belo Horizonte,gripe
93984573,Clell,71,Contagem,virose
93985350,Gary,52,Betim,pneumonia
93986127,Roland,59,Ribeirão das Neves,dengue
93986904,Gerald,98,Santa Luzia,artrite
93987681,Hattie,25,Ribeirão das Neves,febre amarela
93988458,Hobart,36,Belo Horizonte,covid-19
93989235,Sanders,59,Santa Luzia,gripe
93990012,Jules,10,Contagem,dengue
93990789,Beverly,53,Ribeirão das Neves,catapora
93991566,Edward,86,Contagem,covid-19
93992343,Forest,47,Ribeirão das Neves,gripe
93993120,Armella,59,Contagem,virose
93993897,Nell,56,Belo Horizonte,fibromialgia
93994674,Floda,28,Santa Luzia,fibromialgia
93995451,Mozel,57,Belo Horizonte,catapora
93996228,Patsy,47,Betim,catapora
93997005,Creola,70,Belo Horizonte,fibromialgia
93997782,Montgomery,16,Contagem,fibromialgia
93998559,Gus,82,Betim,virose
93999336,Noma,43,Contagem,covid-19
94000113,August,49,Belo Horizonte,artrite
94000890,Ica,4,Ribeirão das Neves,gripe
94001667,Elvie,20,Contagem,gripe
94002444,Norbert,5,Belo Horizonte,covid-19
94003221,Wretha,50,Santa Luzia,catapora
94003998,Patricia,55,Betim,virose
94004775,India,38,Santa Luzia,gripe
94005552,Rudolph,46,Santa Luzia,gripe
94006329,Lola,21,Betim,pneumonia
94007106,Drusilla,33,Santa Luzia,pneumonia
94007883,Olin,71,Contagem,fibromialgia
94008660,Rena,71,Ribeirão das Neves,dengue
94009437,Josefita,42,Betim,catapora
94010214,Isola,92,Santa Luzia,fibromialgia
94010991,Anastasia,18,Betim,pneumonia
94011768,Ines,96,Contagem,cancer
94012545,Beckham,46,Ribeirão das Neves,catapora
94013322,Fern,48,Contagem,catapora
94014099,Harriett,25,Betim,artrite
94014876,Jessie,19,Ribeirão das Neves,gripe
94015653,Emilie,10,Contagem,febre amarela
94016430,Ethelyn,87,Contagem,catapora
94017207,Chiyoko,88,Santa Luzia,cancer
94017984,Whitfield,18,Betim,dengue
94018761,Theresa,40,Betim,catapora
94019538,Starling,58,Belo Horizonte,febre amarela
94020315,Winston,3,Ribeirão das Neves,gripe
94021092,Sid,30,Contagem,febre amarela
94021869,Ebert,75,Santa Luzia,fibromialgia
94022646,Zilpha,19,Santa Luzia,fibromialgia
94023423,Clista,99,Contagem,cancer
94024200,Armond,47,Santa Luzia,cancer
94024977,Artie,28,Santa Luzia,virose
94025754,Ambrose,73,Belo Horizonte,cancer
94026531,Lilly,67,Ribeirão das Neves,pneumonia
94027308,Antone,26,Ribeirão das Neves,febre amarela
94028085,Coralie,7,Betim,artrite
94028862,Burr,39,Betim,febre amarela
94029639,Eula,51,Betim,febre amarela
94030416,Arvella,9,Belo Horizonte,catapora
94031193,Chalmers,38,Contagem,febre amarela
94031970,Octavie,26,Belo Horizonte,virose
94032747,Amon,24,Betim,artrite
94033524,Guilford,45,Ribeirão das Neves,cancer
94034301,Asher,89,Betim,pneumonia
94035078,Jonnie,26,Ribeirão das Neves,pneumonia
94035855,Dannie,24,Betim,virose
94036632,Vernon,41,Santa Luzia,catapora
94037409,Estie,9,Ribeirão das Neves,febre amarela
94038186,Sarepta,72,Belo Horizonte,fibromialgia
94038963,Mora,39,Belo Horizonte,virose
94039740,Vannie,24,Contagem,gripe
94040517,Lambert,88,Santa Luzia,pneumonia
94041294,Dovie,9,Ribeirão das Neves,pneumonia
94042071,Pennie,15,Belo Horizonte,fibromialgia
94042848,Elisa,19,Belo Horizonte,virose
94043625,Iva,14,Belo Horizonte,pneumonia
94044402,Perry,79,Belo Horizonte,pneumonia
94045179,Olive,86,Belo Horizonte,artrite
94045956,Love,4,Santa Luzia,pneumonia
94046733,Birdie,32,Contagem,pneumonia
94047510,Lucina,58,Santa Luzia,virose
94048287,Teresita,58,Ribeirão das Neves,cancer
94049064,Orpha,55,Ribeirão das Neves,febre amarela
94049841,Merl,67,Betim,artrite
94050618,Art,39,Ribeirão das Neves,fibromialgia
94051395,Ollie,40,Belo Horizonte,pneumonia
94052172,Cyrus,81,Contagem,fibromialgia
94052949,Angus,9,Ribeirão das Neves,febre amarela
94053726,Luster,28,Contagem,covid-19
94054503,Green,42,Ribeirão das Neves,cancer
94055280,Romeo,10,Belo Horizonte,catapora
94056057,Phillis,15,Santa Luzia,gripe
94056834,Bettye,31,Santa Luzia,catapora
94057611,Olena,30,Santa Luzia,artrite
94058388,Georgette,53,Ribeirão das Neves,gripe
94059165,Laurance,72,Ribeirão das Neves,cancer
94059942,Al,80,Belo Horizonte,pneumonia
94060719,Relda,11,Ribeirão das Neves,catapora
94061496,Rose,95,Ribeirão das Neves,pneumonia
94062273,Ilma,83,Santa Luzia,cancer
94063050,Jonathan,83,Ribeirão das Neves,fibromialgia
94063827,Earley,31,Ribeirão das Neves,febre amarela
94064604,Luis,28,Contagem,virose
94065381,Helen,3,Belo Horizonte,catapora
94066158,Percival,15,Contagem,pneumonia
94066935,Luis,12,Contagem,cancer
94067712,Carl,96,Betim,febre amarela
94068489,Edwina,39,Belo Horizonte,febre amarela
94069266,Cleo,93,Contagem,cancer
94070043,Vela,57,Betim,gripe
94070820,Aura,87,Betim,gripe
94071597,Rupert,4,Ribeirão das Neves,pneumonia
94072374,Althea,47,Santa Luzia,pneumonia
94073151,Melva,91,Ribeirão das Neves,febre amarela
94073928,Editha,7,Ribeirão das Neves,fibromialgia
94074705,Madaline,38,Santa Luzia,virose
94075482,Aubrey,22,Belo Horizonte,gripe
94076259,Ason,46,Contagem,virose
94077036,Artelia,94,Contagem,febre amarela
94077813,Garfield,13,Ribeirão das Neves,febre amarela
94078590,Lavada,56,Contagem,covid-19
94079367,Lizzie,27,Betim,pneumonia
94080144,Hennie,50,Contagem,fibromialgia
94080921,Zorah,44,Santa Luzia,gripe
94081698,Rosemary,34,Contagem,pneumonia
94082475,Eva,18,Belo Horizonte,pneumonia
94083252,Matilda,40,Ribeirão das Neves,pneumonia
94084029,Dorsey,10,Contagem,catapora
94084806,Eileen,69,Ribeirão das Neves,pneumonia
94085583,Jess,6,Ribeirão das Neves,catapora
94086360,Oscar,32,Betim,covid-19
94087137,Opal,42,Ribeirão das Neves,gripe
94087914,Edris,16,Santa Luzia,artrite
94088691,Carroll,79,Ribeirão das Neves,artrite
94089468,Garland,83,Belo Horizonte,virose
