crm,rg,data,hora
1026,45975297,2024-03-03,21:49:29
2074,90029643,2024-06-10,15:07:10
5619,72407283,2024-03-26,19:29:04
4661,28446954,2024-01-04,16:56:02
5037,78783345,2024-08-11,14:38:00
3299,71252661,2024-10-02,05:39:24
4588,23600028,2024-03-12,11:45:18
5439,85617060,2024-11-11,19:23:23
3507,70727409,2024-02-13,15:32:40
2149,47121372,2024-09-30,06:53:14
5435,32990850,2024-08-27,18:57:03
5558,25421316,2024-10-01,13:35:41
2520,55683912,2024-05-27,14:21:36
4277,26098860,2024-09-27,20:32:47
2098,73551027,2024-07-31,18:25:49
4116,37085640,2024-05-10,01:05:55
2518,51884382,2024-02-19,19:33:49
3945,52641957,2024-06-23,05:17:48
1089,21122175,2024-05-28,07:22:13
3129,29847885,2024-03-14,17:46:04
4402,40564269,2024-04-21,00:20:02
1587,74521500,2024-05-12,05:01:26
5514,69661365,2024-03-14,00:34:23
2847,35315634,2024-02-01,11:31:06
2821,96243312,2024-11-26,17:53:08
4217,95780220,2024-11-27,12:02:08
3353,29223954,2024-11-18,03:41:30
1915,64778697,2024-11-16,16:15:11
1851,91080924,2024-10-02,00:19:48
1322,77939523,2024-09-22,19:58:48
3271,52087179,2024-01-22,01:23:31
4724,39060774,2024-02-04,03:47:26
1627,93704076,2024-07-06,05:39:23
3069,63967509,2024-04-04,20:51:47
5375,21480372,2024-04-27,19:15:10
3492,57377772,2024-10-05,14:34:39
5570,95174160,2024-07-08,08:28:08
5069,40110501,2024-01-23,22:27:06
5746,24610905,2024-10-11,01:12:19
3164,69366882,2024-10-26,02:54:44
5049,45389439,2024-04-02,03:21:00
3155,44954319,2024-02-14,01:25:20
1239,81009450,2024-07-09,07:04:19
4416,83203698,2024-04-11,16:52:48
2291,89366085,2024-01-22,00:40:51
3499,62617083,2024-04-25,23:52:03
4384,97905315,2024-12-23,18:42:21
4009,94897548,2024-10-16,10:04:10
3387,62557254,2024-12-02,15:23:38
1767,94211457,2024-10-07,01:12:33
1744,87592971,2024-01-03,10:52:35
3164,43286100,2024-02-23,04:22:04
4870,39146244,2024-03-01,14:13:07
5582,61588335,2024-10-09,12:06:40
5165,94006329,2024-02-10,00:41:09
2970,35080203,2024-02-24,11:26:01
2863,97121322,2024-06-17,10:19:35
5432,20808267,2024-08-06,22:28:48
5722,85285281,2024-05-04,06:33:29
4982,63146220,2024-08-10,04:08:47
1439,82005564,2024-01-09,10:45:29
5076,64904571,2024-09-01,02:39:47
5520,23461722,2024-04-25,15:47:54
4869,34852542,2024-01-13,14:47:23
1706,47243361,2024-12-15,01:51:21
1043,43157895,2024-07-14,14:38:51
2200,22170348,2024-03-13,18:05:18
1497,84481086,2024-02-23,16:29:37
5223,64142334,2024-05-31,03:55:07
2508,93039741,2024-09-12,16:02:02
2174,94200579,2024-06-15,03:24:38
2661,82328019,2024-09-01,14:09:48
2430,65536272,2024-06-04,10:09:55
3061,57436047,2024-07-24,08:15:44
3112,42387111,2024-03-23,14:24:32
1073,27430638,2024-11-27,21:06:56
3755,85301598,2024-09-19,18:01:51
5189,24303213,2024-03-01,08:33:24
3024,82069278,2024-01-04,09:39:02
5128,57450033,2024-03-06,03:36:40
3312,76697100,2024-01-19,22:13:26
1785,72666024,2024-10-17,09:40:56
2809,81824523,2024-01-05,13:13:21
5270,84335010,2024-04-09,23:41:52
4530,26116731,2024-01-12,20:52:22
1330,45905367,2024-05-23,12:42:21
5213,88451556,2024-11-16,11:14:00
2888,68735181,2024-11-19,03:37:49
2290,81580545,2024-10-21,16:57:35
1444,48037455,2024-02-04,11:30:22
2671,42507546,2024-01-05,02:46:19
5501,35017266,2024-09-22,12:34:31
4695,54519189,2024-09-07,10:45:18
4283,66058416,2024-10-12,12:35:02
1911,24195987,2024-06-25,09:53:58
3555,67619409,2024-11-29,23:22:49
3435,91797318,2024-09-22,23:33:49
2634,41781828,2024-12-12,17:45:44
4797,93857922,2024-04-21,01:56:14
1946,70601535,2024-05-13,20:06:29
2795,85223898,2024-11-12,04:22:54
3948,44452377,2024-12-24,02:34:19
2587,21372369,2024-08-04,07:34:36
3048,68939532,2024-07-28,23:46:07
1643,76447683,2024-05-16,01:30:02
5062,58405743,2024-01-16,12:15:44
1174,42443055,2024-08-12,05:42:09
3244,69753051,2024-02-22,03:19:19
3603,86195148,2024-08-10,03:39:57
1556,76383192,2024-12-02,03:39:40
3663,36215400,2024-05-25,12:03:23
2529,45222384,2024-10-03,15:02:50
5634,63540936,2024-03-12,08:21:16
4843,54417402,2024-02-08,14:05:10
4625,72975270,2024-07-18,03:59:11
5927,90822960,2024-11-07,04:59:21
5875,86462436,2024-01-23,16:14:19
3576,42115161,2024-12-23,07:41:22
1742,51733644,2024-09-20,06:07:00
3841,38394108,2024-04-09,16:38:44
2853,58899915,2024-11-01,19:02:02
2947,63296958,2024-11-16,11:49:46
2714,30788832,2024-10-03,08:33:28
4519,85351326,2024-09-03,06:24:41
2023,48638076,2024-06-19,19:07:40
3295,67260435,2024-08-08,05:57:58
5152,67453908,2024-01-12,01:37:47
1809,95989233,2024-04-11,11:36:13
4106,76198266,2024-11-22,18:03:01
1877,67588329,2024-06-13,00:16:47
4390,43363023,2024-02-15,16:05:53
3225,86618613,2024-10-22,10:40:35
4861,87554898,2024-05-12,00:26:40
4226,24168015,2024-10-28,20:15:08
5805,23889849,2024-12-30,13:16:21
3341,80168736,2024-08-31,17:32:00
1131,95017206,2024-04-05,13:07:24
3533,32867307,2024-09-01,23:30:56
5659,72612411,2024-09-27,00:44:03
4917,39949662,2024-06-21,02:16:56
2059,84928638,2024-02-27,16:16:07
5725,91228554,2024-12-02,09:19:03
2280,42141579,2024-12-08,10:47:28
1051,44225493,2024-01-13,16:41:31
2090,34875075,2024-04-21,05:16:52
1293,87428247,2024-04-12,21:14:22
3806,78509064,2024-02-28,07:16:59
5778,57978393,2024-04-22,03:43:01
4035,29627994,2024-09-06,17:52:55
5014,61861062,2024-05-02,17:31:59
1230,62605428,2024-02-18,16:30:08
4703,42114384,2024-08-29,05:26:26
4520,69032772,2024-05-04,02:52:41
2804,25665294,2024-05-20,01:08:30
2594,22818366,2024-10-01,14:34:26
4366,71545590,2024-03-08,18:33:07
4264,50105829,2024-10-07,05:01:52
3120,25626444,2024-02-17,22:53:26
1471,21871980,2024-10-10,06:18:15
1620,22921707,2024-10-30,05:59:19
2024,90675330,2024-03-26,03:52:56
2329,81600747,2024-05-22,19:05:49
1826,80859489,2024-04-08,09:04:07
2543,63541713,2024-03-19,00:47:33
2021,43724328,2024-09-06,14:11:37
1970,59448477,2024-11-12,04:14:24
5992,47915466,2024-02-27,15:20:19
5760,76223907,2024-04-06,16:41:50
5320,67533939,2024-04-22,23:59:27
3974,27317196,2024-05-26,21:30:07
4658,89908431,2024-08-02,13:36:32
5924,92409594,2024-04-25,09:10:59
4721,62367666,2024-06-12,17:56:03
3184,60380877,2024-11-21,22:18:46
5995,67307055,2024-10-23,18:16:15
3879,54140790,2024-04-14,05:23:07
3454,47310183,2024-11-19,05:31:21
2502,50320281,2024-05-01,10:38:09
3152,94144635,2024-01-03,06:33:25
4288,62282196,2024-10-24,14:12:30
1259,60101157,2024-06-17,09:19:34
3558,26313312,2024-08-20,21:04:52
5263,32196756,2024-06-07,11:41:36
4553,29030481,2024-02-18,01:34:20
5167,54478785,2024-07-15,02:03:53
3515,97371516,2024-08-08,16:06:07
1973,41931012,2024-12-06,05:44:05
2168,50381664,2024-10-18,21:26:35
2534,26004843,2024-09-22,08:30:28
3858,76370760,2024-02-19,00:32:20
3305,30189765,2024-08-16,13:10:19
1034,91460100,2024-05-26,00:49:37
3917,63234798,2024-05-02,05:00:05
2597,77403393,2024-02-12,21:39:41
5677,51948873,2024-06-23,10:12:13
2696,55469460,2024-09-13,21:41:17
5813,51084072,2024-07-10,18:59:34
1143,74410389,2024-04-11,02:05:28
1103,75461670,2024-02-10,03:55:55
3854,30982305,2024-09-23,02:33:04
3175,42586800,2024-11-29,12:08:19
3199,61757721,2024-07-25,03:33:55
4797,45691692,2024-12-06,14:24:34
4066,58248789,2024-06-01,03:30:14
3917,89844717,2024-07-20,01:40:52
5157,94641915,2024-05-26,00:50:43
2051,93154737,2024-03-16,10:53:22
2432,63499755,2024-09-09,13:17:30
5696,70982265,2024-09-26,10:03:49
5235,82649697,2024-10-16,16:37:25
3625,86475645,2024-09-29,11:46:57
1341,58823769,2024-08-30,17:07:52
1934,64951191,2024-03-10,20:59:27
4743,53558040,2024-05-02,05:49:47
2638,84486525,2024-02-08,14:21:11
2673,80788782,2024-02-15,19:20:32
3572,77276742,2024-05-17,01:30:00
4453,96335775,2024-04-19,03:35:39
1025,80171067,2024-03-13,12:31:50
4754,46206843,2024-02-17,05:54:38
5936,48781821,2024-11-22,15:26:19
1744,55751511,2024-01-20,18:31:10
2814,87554121,2024-02-08,00:07:26
1940,37307085,2024-05-31,12:09:18
5089,66075510,2024-10-04,15:07:46
2870,86953500,2024-11-27,07:10:47
3561,24907719,2024-10-01,04:38:18
4764,50599224,2024-09-05,17:52:03
4781,29455500,2024-10-15,14:18:15
4933,24678504,2024-07-20,16:52:41
1495,93315576,2024-05-07,11:18:04
1056,20816814,2024-11-13,10:59:17
4211,76129113,2024-01-12,01:33:14
1647,57544050,2024-11-13,14:16:35
3654,87160182,2024-09-10,18:29:57
3589,29791941,2024-02-02,07:16:50
1210,79302381,2024-12-20,18:11:26
3740,55035894,2024-09-10,20:54:52
3522,20883636,2024-08-03,14:28:09
4136,67328811,2024-08-26,12:00:47
4291,65394858,2024-02-02,03:28:23
4078,34627989,2024-06-11,08:13:49
3100,93749142,2024-10-05,14:53:35
4397,80146203,2024-10-02,02:52:55
5310,32819910,2024-08-21,05:12:55
5440,59188959,2024-07-16,00:51:00
3952,39843990,2024-07-19,08:07:00
3631,53158662,2024-12-21,05:12:25
1879,24925590,2024-10-21,17:04:11
3534,87918534,2024-07-29,01:16:17
4234,84875025,2024-06-07,19:51:23
1612,89055285,2024-12-01,15:51:23
5109,29151693,2024-01-29,00:09:18
3081,42952767,2024-10-01,02:19:33
1923,81105021,2024-07-15,02:52:56
3293,95150073,2024-08-13,10:35:48
5618,81362208,2024-12-30,09:52:55
5993,38048343,2024-06-25,11:18:53
5493,22784955,2024-08-29,20:53:58
5134,60450807,2024-11-29,21:05:25
1495,67418166,2024-03-16,02:17:12
5172,78831519,2024-09-18,19:05:12
1134,60263550,2024-10-07,05:08:59
3402,50580576,2024-10-26,11:43:08
2320,23431419,2024-11-27,05:48:01
1216,54881271,2024-03-04,11:14:17
3974,63501309,2024-10-26,23:19:31
3981,86056065,2024-07-20,21:20:43
1561,75998577,2024-05-07,00:26:49
2702,21228624,2024-04-01,19:57:30
4206,61676913,2024-12-25,02:09:04
3202,20586822,2024-12-15,19:06:50
5913,28852548,2024-10-28,01:17:47
5722,88321797,2024-02-13,09:28:46
4461,44857971,2024-05-19,08:55:32
1026,34678494,2024-01-30,08:12:03
2540,64137672,2024-06-04,16:19:19
1081,72496638,2024-07-11,16:43:39
2129,35212293,2024-02-27,12:33:50
4324,64369995,2024-11-22,13:58:51
2766,21154032,2024-08-25,20:40:31
2260,74976045,2024-03-06,08:48:37
4584,46314846,2024-10-02,15:26:36
2140,83585982,2024-03-17,21:48:47
5706,65750724,2024-04-05,01:26:10
5781,37576704,2024-06-05,10:23:48
3818,71365326,2024-02-27,00:26:19
5543,48879723,2024-12-27,21:13:40
5066,25647423,2024-08-07,08:58:49
4993,72844734,2024-12-01,03:41:48
1133,89696310,2024-01-05,08:54:49
2904,29562726,2024-01-29,05:48:23
4250,61877379,2024-08-07,23:15:41
4439,45812127,2024-07-28,10:21:38
2637,30791940,2024-04-13,15:55:57
1519,92475639,2024-11-15,18:38:24
5831,48687804,2024-04-13,20:35:30
4107,94978356,2024-04-27,23:25:50
1721,77111241,2024-05-19,09:47:12
3104,71321037,2024-10-31,16:47:00
4330,87335784,2024-05-08,08:55:36
1524,59764716,2024-07-30,04:02:29
3164,38587581,2024-08-21,18:40:08
1940,50662161,2024-09-05,02:22:20
5611,49243359,2024-01-13,19:28:07
5004,76356774,2024-08-08,14:42:20
2155,31725894,2024-06-12,15:01:40
2210,24466383,2024-01-22,12:01:46
1495,61049097,2024-12-26,04:11:11
1888,89298486,2024-08-19,00:54:40
1198,55868838,2024-05-09,16:26:56
1040,51836985,2024-02-27,04:25:52
2704,21502128,2024-03-03,21:37:29
1002,88108899,2024-06-11,13:52:42
4333,90499728,2024-03-26,19:59:57
3923,38306307,2024-10-28,08:22:05
2028,97851702,2024-10-14,10:28:44
2664,51804351,2024-02-07,14:46:16
1203,91348212,2024-03-03,09:56:40
5228,43178097,2024-06-04,00:14:59
5048,47446935,2024-05-08,09:02:21
3419,41029692,2024-06-16,07:10:13
2358,26405775,2024-06-04,07:11:02
3400,39458598,2024-11-21,19:03:24
5388,32668395,2024-12-01,14:19:57
2919,45746859,2024-07-17,19:15:46
5323,32168007,2024-05-21,18:21:26
4746,86620167,2024-09-09,09:54:51
2780,33212295,2024-04-21,23:30:09
5709,34300095,2024-07-07,15:24:32
5218,63880485,2024-11-12,08:02:26
3163,90529254,2024-06-22,17:13:51
3066,58380102,2024-07-27,01:49:47
4128,92514489,2024-01-27,05:54:19
5396,73772472,2024-08-04,17:53:08
4937,86684658,2024-11-03,04:19:45
3877,56037447,2024-02-16,01:19:01
1594,22427535,2024-05-25,20:28:05
3953,64162536,2024-05-05,20:59:28
2493,81901446,2024-01-20,04:02:15
2856,22344396,2024-06-14,23:30:48
4592,85535475,2024-03-19,14:30:13
1043,41223165,2024-07-04,01:34:02
2318,70769367,2024-07-29,10:58:26
2622,47937222,2024-11-20,14:27:24
4141,21874311,2024-02-26,14:03:16
2701,94738263,2024-06-25,00:40:24
4778,35447724,2024-03-10,08:56:59
1002,61383984,2024-07-19,11:52:35
3961,34006389,2024-01-10,00:13:00
4318,62830758,2024-09-22,17:38:15
1938,59646612,2024-09-07,04:58:44
1900,86373081,2024-08-25,21:01:31
3672,29184327,2024-11-15,08:58:01
1056,21878973,2024-06-28,23:02:18
4625,86864922,2024-03-29,18:58:11
5110,41742978,2024-08-26,15:30:37
2861,29556510,2024-01-01,09:59:19
4738,77532375,2024-01-24,09:06:13
4776,56707998,2024-09-04,04:58:16
2502,74983038,2024-08-13,12:06:27
2924,72379311,2024-10-30,17:57:02
4602,57671478,2024-03-29,18:26:39
1115,62927106,2024-05-25,20:24:37
2912,96122100,2024-06-27,14:05:31
3251,33835449,2024-03-22,12:47:24
5701,86007891,2024-07-18,13:32:28
1735,26631105,2024-08-17,23:52:06
3396,34516878,2024-08-02,23:28:19
1157,66206823,2024-07-15,21:32:15
3265,83228562,2024-08-17,09:50:35
5534,97946496,2024-08-11,13:55:04
1109,38540961,2024-11-18,19:53:17
4970,53579796,2024-05-16,23:10:08
5732,59261997,2024-05-29,19:47:57
4004,24283011,2024-01-29,16:19:00
3157,85213020,2024-10-24,17:07:43
2461,51133023,2024-06-22,07:21:11
3094,42454710,2024-01-02,23:28:17
5754,24819141,2024-07-11,13:30:28
4669,85426695,2024-10-31,08:18:45
4401,89038191,2024-05-31,10:21:06
4329,58034337,2024-10-17,11:13:15
3050,37976859,2024-09-07,05:30:06
3178,93982242,2024-03-05,05:47:57
1029,39947331,2024-11-12,07:03:25
4217,23924814,2024-08-01,19:33:15
3974,68454684,2024-07-24,20:54:00
1961,23760090,2024-07-09,16:33:50
1597,50992386,2024-04-28,02:14:38
2209,78340455,2024-04-19,17:27:37
1261,73065402,2024-05-03,02:14:52
3278,47850198,2024-05-02,12:51:10
2860,90473310,2024-05-12,04:32:05
4622,41393328,2024-12-14,11:30:42
4876,24112071,2024-08-03,13:04:25
1368,24992412,2024-06-27,07:01:18
5075,45227046,2024-05-17,08:13:54
2229,48774051,2024-04-22,15:18:23
2954,40686258,2024-10-24,14:08:40
2627,39990066,2024-10-11,03:06:14
1546,85238661,2024-09-02,00:52:17
1720,73140771,2024-04-30,10:46:21
5761,95803530,2024-01-18,09:33:18
3223,63680019,2024-11-13,10:47:30
1221,73961283,2024-09-28,12:08:20
5612,94146966,2024-07-21,14:33:22
5016,93960486,2024-08-03,20:19:33
4053,97310910,2024-08-03,06:41:51
4784,35014158,2024-10-31,13:57:16
2954,44982291,2024-01-11,13:06:59
2171,26656746,2024-03-12,12:57:38
3624,80826855,2024-12-09,09:47:38
5623,78753042,2024-10-26,05:34:56
5834,39616329,2024-01-24,08:41:07
2102,88200585,2024-11-04,23:12:13
2219,85934076,2024-04-25,15:55:54
3048,89617056,2024-01-11,06:38:51
2275,72872706,2024-01-12,00:52:38
2816,50340483,2024-02-03,01:36:24
3936,59474118,2024-06-27,14:13:12
4573,59032782,2024-11-05,10:22:18
2168,21503682,2024-02-09,17:41:34
5401,21219300,2024-05-24,11:42:28
4564,47525412,2024-09-22,22:13:09
2661,41508324,2024-10-01,14:19:52
4872,33324183,2024-11-22,14:12:25
1191,50122923,2024-04-13,19:55:41
3079,65613195,2024-10-04,03:53:36
1130,71687781,2024-10-13,13:58:29
4244,56171091,2024-11-07,15:32:57
4909,61951194,2024-03-13,10:05:52
5221,47450043,2024-10-24,02:35:16
5286,28767078,2024-05-05,15:30:19
5485,48953538,2024-05-10,02:54:57
4641,71230905,2024-12-29,07:53:10
3457,63383205,2024-03-24,20:27:51
3670,33828456,2024-08-15,11:52:44
4010,50937996,2024-08-28,02:36:56
3020,83447676,2024-11-12,17:33:11
1937,79270524,2024-10-18,05:23:45
1753,42920133,2024-06-15,09:28:12
2148,80027322,2024-02-24,10:44:18
1277,23471046,2024-04-08,23:53:19
3136,21548748,2024-07-28,12:52:32
3866,37857201,2024-10-08,02:30:15
5548,71976825,2024-09-07,07:09:27
3346,63885147,2024-11-04,22:53:40
2845,63522288,2024-12-10,08:22:11
2052,44731320,2024-08-03,13:44:50
4416,85571217,2024-10-16,14:17:52
1205,68796564,2024-09-12,12:58:06
1002,45437613,2024-12-13,09:38:52
2529,21146262,2024-04-04,18:38:44
1592,56216157,2024-03-26,18:23:32
3056,96609279,2024-05-01,23:36:05
2803,77840844,2024-12-17,13:50:16
3054,80540919,2024-02-04,01:56:57
1172,54118257,2024-10-08,18:59:32
2292,63509856,2024-09-11,19:12:33
3115,92056059,2024-03-11,11:42:48
1481,55554930,2024-05-05,21:05:31
5191,54972180,2024-09-04,09:53:27
1563,76198266,2024-04-08,06:39:47
5042,61863393,2024-09-20,16:51:39
5916,95617827,2024-04-18,01:32:24
2527,61774815,2024-08-28,15:15:13
4816,85466322,2024-05-12,08:23:46
2031,31854876,2024-10-22,09:46:34
1522,28168011,2024-02-23,02:41:19
1683,90443007,2024-08-14,02:31:20
5322,47795808,2024-10-13,15:05:50
2383,57438378,2024-05-11,10:02:59
4700,80695542,2024-02-23,05:39:04
2231,32049126,2024-12-30,17:58:57
2715,56056095,2024-10-02,12:35:28
2979,95520702,2024-11-25,13:38:01
5943,49997826,2024-05-25,12:18:17
4769,85293051,2024-10-30,13:36:27
2830,42774057,2024-05-08,20:25:55
5016,66445362,2024-04-06,21:25:22
5826,68576673,2024-12-07,00:15:05
3620,54001707,2024-03-26,10:28:42
4455,72446910,2024-02-14,19:17:11
4648,65888253,2024-11-17,11:13:52
4280,23298552,2024-07-14,13:29:00
5013,23831574,2024-10-29,14:11:44
2256,60439929,2024-07-13,04:20:57
3479,34517655,2024-01-05,16:58:36
5052,25422093,2024-09-03,01:26:51
5111,79830741,2024-08-28,23:40:18
5045,73767033,2024-07-08,15:05:14
1563,61827651,2024-04-05,22:04:46
1031,35220840,2024-03-22,02:26:47
4915,25413546,2024-07-24,19:13:51
1674,52478787,2024-02-25,17:56:02
1664,78856383,2024-09-20,22:11:45
1516,75199821,2024-08-07,02:37:54
2972,78009453,2024-11-08,11:56:06
2718,58925556,2024-02-02,11:50:25
2316,38005608,2024-08-14,19:27:11
4273,43873512,2024-02-07,02:12:01
1820,33881292,2024-01-26,05:22:23
1273,83164848,2024-06-14,00:18:48
4060,24814479,2024-02-01,19:32:01
5415,57580569,2024-05-19,22:45:58
1632,64408068,2024-05-27,12:40:48
3313,74024220,2024-12-25,16:41:42
4337,32545629,2024-07-31,08:44:17
3836,44913138,2024-11-12,16:07:39
5294,52307070,2024-07-01,06:14:30
3170,97691640,2024-11-27,16:21:54
2464,94661340,2024-01-28,14:07:02
1702,96222333,2024-01-06,03:14:41
1363,95592963,2024-02-18,22:35:47
2020,37050675,2024-10-15,23:19:59
3575,73230903,2024-10-28,15:22:45
3957,44659059,2024-12-18,04:51:50
4415,78198264,2024-01-11,23:29:12
1829,63613974,2024-01-16,21:01:45
2132,83440683,2024-01-22,22:13:10
5525,21002517,2024-08-23,12:35:15
3632,93598404,2024-10-24,00:13:11
3936,26229396,2024-04-08,14:07:19
2995,94129095,2024-09-28,14:32:46
2980,54670704,2024-10-02,01:44:52
1062,48107385,2024-08-07,02:05:26
2642,29924808,2024-06-01,17:45:08
2063,81854826,2024-04-10,13:24:58
4187,86373858,2024-02-24,14:26:57
4432,62303952,2024-02-23,22:57:20
3640,26673840,2024-12-21,12:16:25
4277,68770923,2024-02-02,10:52:52
3159,68067738,2024-03-16,01:27:46
4455,94458543,2024-08-06,20:33:13
3018,31124496,2024-03-19,04:13:04
5040,71030439,2024-10-19,15:46:39
1593,77192049,2024-08-10,15:13:19
4880,96276723,2024-07-12,06:41:07
1394,71764704,2024-10-14,20:47:34
4616,59352906,2024-04-20,05:52:07
1892,94789545,2024-03-24,22:01:30
1101,75090264,2024-06-03,15:47:22
3838,54433719,2024-06-13,03:42:37
2648,83711079,2024-04-17,05:34:05
1091,53894481,2024-05-20,06:34:13
5508,51460917,2024-08-06,18:24:43
1233,53068530,2024-06-12,05:27:16
4936,49234035,2024-10-16,07:48:33
4388,31979973,2024-07-13,02:27:47
4688,97370739,2024-01-30,13:35:37
2231,63243345,2024-10-18,07:18:28
2212,75229347,2024-01-29,11:21:05
5450,33035139,2024-07-04,04:01:10
3358,92341218,2024-10-03,09:49:34
4870,65360670,2024-01-21,03:25:10
4371,93829173,2024-07-16,21:06:04
1928,23150145,2024-03-09,00:24:48
5149,41081751,2024-03-08,13:39:58
5039,57842418,2024-09-20,20:36:43
3240,76376199,2024-06-04,01:15:18
5798,88606179,2024-04-29,08:09:08
1656,46781823,2024-01-01,03:39:17
2608,42139248,2024-04-20,15:39:09
1403,30746874,2024-05-31,21:37:18
1086,20891406,2024-06-07,05:44:34
5269,34374687,2024-07-28,18:23:03
5341,37029696,2024-09-23,12:27:41
4731,73576668,2024-03-24,18:34:22
1296,31255809,2024-06-25,19:10:31
2200,30055344,2024-06-30,19:40:27
5181,39199857,2024-07-26,13:42:57
4161,86359095,2024-03-24,07:29:52
4266,72268977,2024-07-11,23:47:16
4514,52948095,2024-04-18,03:37:08
3910,60724311,2024-12-14,12:57:07
4521,57680025,2024-05-16,04:42:31
5380,22376253,2024-04-17,03:22:00
4210,73641159,2024-09-07,19:48:15
3910,25035147,2024-05-06,22:43:25
3138,43260459,2024-09-10,00:28:25
5805,42608556,2024-10-30,22:04:03
4609,46745304,2024-04-02,20:11:59
2023,42668385,2024-04-06,16:23:58
1670,82394064,2024-12-16,15:47:59
2144,56076297,2024-02-14,10:14:54
4808,95668332,2024-10-05,01:00:20
2389,55554153,2024-12-25,07:18:49
2711,66554919,2024-01-15,04:11:30
2579,92209905,2024-07-12,06:47:32
3368,75841623,2024-07-06,15:07:57
1832,28262805,2024-10-06,03:21:05
2098,94758465,2024-08-19,13:43:03
3473,36722004,2024-11-05,01:56:08
5944,59681577,2024-09-15,20:43:53
4315,78185832,2024-03-30,02:52:01
2685,39938007,2024-12-24,12:54:36
5129,69249555,2024-05-03,03:06:47
5133,84311700,2024-12-23,09:11:13
3901,24700260,2024-07-05,09:49:28
2227,42772503,2024-07-19,02:21:39
2614,72595317,2024-04-05,20:55:38
1751,59788803,2024-02-13,11:04:13
3588,70451574,2024-08-08,22:17:30
2687,30313308,2024-11-07,07:20:10
3321,48917019,2024-02-13,12:57:12
1752,30302430,2024-03-01,14:08:00
4217,67185066,2024-07-02,04:25:59
2411,26182776,2024-06-19,09:20:17
4584,68372322,2024-04-07,02:09:14
1502,25635768,2024-03-14,18:08:43
5752,43691694,2024-08-12,21:49:48
4001,62363004,2024-12-30,17:09:23
5834,83344335,2024-05-26,13:59:08
5375,91564218,2024-03-02,06:32:29
5641,33097299,2024-01-12,13:47:15
5690,85706415,2024-04-15,23:51:56
3688,84962826,2024-12-30,21:43:25
1034,97061493,2024-02-11,19:40:32
1410,55079406,2024-02-20,21:05:16
1475,74224686,2024-09-08,01:27:21
5561,89483412,2024-11-20,02:21:04
3935,41010267,2024-10-29,04:46:52
4623,87205248,2024-05-14,19:09:28
5768,82307040,2024-02-24,10:01:21
2804,70429818,2024-11-16,03:44:34
3133,77094924,2024-07-27,03:51:11
3863,33290772,2024-04-29,16:11:04
2363,64720422,2024-01-29,02:01:55
1196,78661356,2024-09-21,11:43:05
5502,76411941,2024-09-28,13:02:16
5080,84787224,2024-08-27,08:14:54
1208,74561127,2024-03-20,01:14:04
2643,26038254,2024-04-13,22:00:32
5793,82028097,2024-07-15,18:02:55
5640,42852534,2024-04-11,10:23:36
5402,51478011,2024-11-24,15:12:07
5632,49278324,2024-04-29,22:54:40
5845,47227044,2024-05-09,01:34:46
4428,52838538,2024-10-07,13:36:00
1591,20430645,2024-05-14,13:50:49
2572,79531596,2024-01-19,21:51:32
1875,43785711,2024-05-17,00:09:59
2649,68477217,2024-02-10,16:10:05
2101,40187424,2024-11-13,02:26:30
4727,91409595,2024-12-30,11:59:35
4944,32809032,2024-01-09,20:56:52
4876,85392507,2024-08-23,09:20:43
1977,85747596,2024-05-27,01:38:02
4259,52851747,2024-02-15,18:36:09
3477,78206034,2024-01-30,06:36:54
5618,23403447,2024-11-15,22:30:12
2215,39764736,2024-08-20,17:35:22
2778,43746084,2024-06-08,03:42:07
4149,83926308,2024-05-19,10:52:52
5705,61100379,2024-03-31,22:17:42
1588,38938785,2024-07-02,21:41:28
5638,48005598,2024-08-06,14:52:45
5217,43683924,2024-05-01,12:08:45
2063,72764703,2024-02-21,14:16:47
2500,34825347,2024-06-09,16:15:04
2685,35952774,2024-10-10,17:08:44
3951,86383182,2024-07-16,14:14:55
4442,75268197,2024-09-26,08:02:37
4262,62910012,2024-02-27,11:46:14
2179,20355276,2024-08-14,14:44:32
4687,40518426,2024-06-30,04:39:20
3530,39011823,2024-04-13,08:40:30
5408,87876576,2024-12-14,16:24:28
1307,22469493,2024-08-13,05:54:02
1747,74922432,2024-04-28,22:44:26
4706,57776373,2024-03-17,16:45:20
4457,79565007,2024-03-13,19:50:40
2371,28998624,2024-01-30,09:43:16
4166,90756915,2024-12-11,23:38:13
4613,56672256,2024-08-12,01:09:19
1025,85383960,2024-05-12,12:22:12
5599,58740630,2024-09-04,03:44:13
1972,30563502,2024-07-04,05:33:57
2181,38419749,2024-03-29,01:33:58
5194,38266680,2024-06-10,04:49:34
4240,66004026,2024-03-11,20:22:55
2631,62403408,2024-09-25,10:30:27
4952,71498193,2024-01-16,18:18:11
4363,49608549,2024-02-22,01:11:49
5045,46321062,2024-04-27,04:53:10
4273,96023421,2024-10-01,09:05:40
2708,95682318,2024-08-12,11:23:17
2142,70486539,2024-09-16,12:14:47
1821,38850207,2024-01-16,17:43:45
3342,95775558,2024-08-18,23:52:51
4904,67664475,2024-01-14,05:23:24
4553,65341245,2024-10-13,20:54:32
3537,26202978,2024-08-06,13:47:45
2502,95948052,2024-07-25,22:17:23
1405,65218479,2024-08-30,07:23:14
5412,32401884,2024-08-25,13:04:20
3418,31208412,2024-10-24,02:04:25
1775,50961306,2024-04-21,02:25:46
