crm,nome,idade,cidade,especialidade,numeroA
5041,Marsh,1978-02-20,Santa Luzia,Dermatologista,681
5042,Harry,1960-01-30,Ribeirão das Neves,Dermatologista,236
5043,Weaver,1988-01-31,Santa Luzia,Cirurgião,643
5044,Tillie,1965-10-29,Belo Horizonte,Ortopedista,201
5045,Isadore,1970-11-11,Santa Luzia,Ortopedista,176
5046,Ethyl,1946-04-09,Santa Luzia,Dermatologista,280
5047,Elva,1974-11-07,Contagem,Dermatologista,43
5048,Marquerite,1976-05-07,Ribeirão das Neves,Cardiologista,463
5049,Hayes,1999-04-23,Belo Horizonte,Cirurgião,243
5050,Felix,1993-02-11,Betim,Ortopedista,870
5051,Marie,1945-05-06,Ribeirão das Neves,Neurologista,870
5052,Freddie,1989-12-06,Belo Horizonte,Ortopedista,942
5053,Omar,1968-01-05,Santa Luzia,Cardiologista,603
5054,Clarence,1944-09-30,Contagem,Cardiologista,821
5055,Lucretia,1998-06-17,Betim,Ortopedista,150
5056,Valda,1963-11-17,Betim,Cardiologista,492
5057,Edker,1956-01-07,Santa Luzia,Neurologista,788
5058,Odessa,1983-02-05,Contagem,Ortopedista,195
5059,Thea,1991-03-04,Ribeirão das Neves,Cirurgião,25
5060,Darrel,1972-02-12,Santa Luzia,Ortopedista,852
5061,Reuben,1944-03-10,Betim,Ortopedista,558
5062,Jaunita,1979-09-15,Contagem,Pediatra,922
5063,Carie,1991-08-21,Santa Luzia,Ortopedista,723
5064,Corrinne,1968-03-05,Betim,Cardiologista,453
5065,Fred,1982-09-04,Belo Horizonte,Dermatologista,906
5066,Dora,1965-07-13,Ribeirão das Neves,Neurologista,648
5067,Dixie,1996-05-25,Ribeirão das Neves,Cirurgião,180
5068,Retta,1948-11-23,Contagem,Pediatra,400
5069,Almer,1944-01-30,Betim,Dermatologista,952
5070,Flavia,1994-09-28,Belo Horizonte,Neurologista,699
5071,Dessie,1989-07-24,Contagem,Pediatra,573
5072,Emerald,1950-12-17,Betim,Ortopedista,135
5073,Jeannetta,1950-03-13,Santa Luzia,Dermatologista,564
5074,Logan,1974-12-24,Contagem,Cardiologista,418
5075,Carlos,1970-12-18,Santa Luzia,Cirurgião,399
5076,Jeremiah,1976-11-29,Contagem,Pediatra,399
5077,Lyndon,1975-09-16,Contagem,Dermatologista,224
5078,Taylor,1988-07-02,Contagem,Ortopedista,562
5079,Alleen,1945-11-24,Ribeirão das Neves,Pediatra,446
5080,Jerry,1955-12-28,Ribeirão das Neves,Pediatra,801
5081,Rolland,1968-03-14,Belo Horizonte,Ortopedista,498
5082,Elder,1981-01-03,Betim,Cirurgião,665
5083,Eloise,1952-03-24,Belo Horizonte,Pediatra,556
5084,Wilbert,1978-01-12,Ribeirão das Neves,Ortopedista,690
5085,Malissa,1945-10-29,Belo Horizonte,Neurologista,510
5086,Clydia,1971-11-03,Betim,Ortopedista,615
5087,Altha,1986-08-05,Ribeirão das Neves,Cardiologista,415
5088,Wessie,1981-02-01,Betim,Cirurgião,32
5089,Jonah,1981-09-08,Betim,Cirurgião,627
5090,Mamie,1993-12-07,Belo Horizonte,Dermatologista,936
5091,Margret,1957-06-12,Betim,Neurologista,295
5092,Reginald,1973-02-18,Betim,Neurologista,495
5093,Isiah,1960-10-30,Ribeirão das Neves,Cirurgião,201
5094,Little,1974-12-05,Santa Luzia,Dermatologista,285
5095,Corda,1976-12-20,Betim,Cirurgião,602
5096,Sampson,1949-04-21,Santa Luzia,Dermatologista,588
5097,Eldon,1947-06-02,Santa Luzia,Dermatologista,523
5098,Theo,1955-03-13,Contagem,Cirurgião,472
5099,Nancy,1984-04-17,Ribeirão das Neves,Ortopedista,577
5100,Christina,1952-10-24,Belo Horizonte,Neurologista,121
5101,Willian,1989-05-13,Contagem,Ortopedista,448
5102,Andre,1972-10-30,Contagem,Pediatra,159
5103,Julius,1969-02-04,Ribeirão das Neves,Cirurgião,11
5104,Bert,1952-11-03,Ribeirão das Neves,Cardiologista,155
5105,Richard,1979-12-22,Ribeirão das Neves,Ortopedista,973
5106,Agatha,1972-05-03,Ribeirão das Neves,Cardiologista,567
5107,Marcelina,1969-02-18,Belo Horizonte,Dermatologista,670
5108,Harlow,1995-04-21,Belo Horizonte,Cardiologista,935
5109,Isadore,1972-02-02,Contagem,Pediatra,208
5110,Lonnie,1963-08-02,Santa Luzia,Ortopedista,37
5111,Joy,1965-11-01,Ribeirão das Neves,Cirurgião,586
5112,Josefa,1986-11-25,Ribeirão das Neves,Cardiologista,557
5113,Allie,1950-08-28,Contagem,Dermatologista,566
5114,Jens,1968-05-20,Belo Horizonte,Pediatra,563
5115,Marcus,1991-07-10,Ribeirão das Neves,Ortopedista,611
5116,Elizabeth,1992-05-30,Betim,Neurologista,635
5117,Azalee,1944-08-29,Santa Luzia,Dermatologista,238
5118,Bertha,1998-04-06,Santa Luzia,Cirurgião,558
5119,Clarabel,1991-08-06,Ribeirão das Neves,Neurologista,983
5120,Alma,1959-05-18,Belo Horizonte,Neurologista,860
5121,Olive,1959-06-23,Contagem,Neurologista,916
5122,Celina,1982-01-30,Betim,Ortopedista,754
5123,Tempie,1963-03-09,Contagem,Pediatra,192
5124,Rosalie,1980-02-22,Contagem,Cirurgião,148
5125,Lemma,1978-11-13,Betim,Pediatra,287
5126,Ragna,1960-10-06,Betim,Dermatologista,829
5127,Christian,1965-10-12,Contagem,Neurologista,874
5128,Hezzie,1978-01-11,Belo Horizonte,Cardiologista,266
5129,Inga,1963-02-04,Ribeirão das Neves,Cirurgião,401
5130,Elodie,1983-03-26,Ribeirão das Neves,Neurologista,452
5131,Myra,1970-04-01,Belo Horizonte,Cirurgião,545
5132,Fleeta,1985-03-09,Belo Horizonte,Dermatologista,816
5133,Ramona,1952-10-15,Belo Horizonte,Dermatologista,718
5134,Jean,1945-02-27,Ribeirão das Neves,Pediatra,389
5135,Jennings,1964-08-12,Contagem,Cirurgião,827
5136,Leah,1948-12-14,Belo Horizonte,Cirurgião,601
5137,Lavina,1983-01-04,Ribeirão das Neves,Cardiologista,724
5138,Jules,1975-01-28,Betim,Dermatologista,25
5139,Georgeanna,1986-01-15,Contagem,Neurologista,851
5140,Tommie,1971-10-24,Contagem,Neurologista,600
5141,Harris,1973-08-21,Santa Luzia,Cirurgião,942
5142,Paulina,1992-05-13,Santa Luzia,Pediatra,98
5143,Elroy,1966-02-14,Belo Horizonte,Neurologista,781
5144,Osa,1994-03-31,Belo Horizonte,Ortopedista,253
5145,Ottie,1987-12-26,Betim,Pediatra,349
5146,Naoma,1978-10-24,Belo Horizonte,Cirurgião,336
5147,Moses,1977-09-03,Contagem,Dermatologista,588
5148,Zuma,1976-12-15,Belo Horizonte,Dermatologista,546
5149,Ether,1945-02-28,Contagem,Pediatra,164
5150,Stephen,1947-12-16,Betim,Dermatologista,860
5151,Emil,1969-08-18,Santa Luzia,Ortopedista,92
5152,Alvie,1981-04-26,Santa Luzia,Dermatologista,939
5153,Evan,1948-08-18,Betim,Cardiologista,746
5154,Phebe,1945-01-21,Ribeirão das Neves,Ortopedista,620
5155,Laveta,1987-07-21,Belo Horizonte,Cardiologista,27
5156,Otto,1989-03-29,Contagem,Cirurgião,21
5157,Anner,1971-03-08,Betim,Dermatologista,231
5158,Fannye,1987-04-08,Ribeirão das Neves,Dermatologista,474
5159,Mitchell,1983-05-11,Betim,Ortopedista,500
5160,Gladine,1996-03-29,Santa Luzia,Pediatra,841
5161,John,1961-01-31,Ribeirão das Neves,Cardiologista,20
5162,Gustava,1957-02-27,Santa Luzia,Cirurgião,188
5163,Benjiman,1957-02-02,Santa Luzia,Ortopedista,521
5164,Kizzie,1972-04-18,Belo Horizonte,Cirurgião,182
5165,Oneida,1997-10-09,Contagem,Dermatologista,323
5166,Selma,1949-07-04,Contagem,Cirurgião,843
5167,Lavon,1944-06-15,Ribeirão das Neves,Pediatra,605
5168,Leita,1948-09-22,Belo Horizonte,Cirurgião,49
5169,Ross,1977-07-30,Ribeirão das Neves,Cardiologista,459
5170,Levy,1957-10-31,Ribeirão das Neves,Ortopedista,856
5171,Mortimer,1954-10-18,Ribeirão das Neves,Ortopedista,318
5172,Editha,1953-06-25,Santa Luzia,Cardiologista,989
5173,Venie,1956-05-29,Belo Horizonte,Dermatologista,876
5174,Launa,1990-07-12,Ribeirão das Neves,Ortopedista,922
5175,Norbert,1958-01-17,Ribeirão das Neves,Pediatra,18
5176,Waymon,1993-03-24,Ribeirão das Neves,Cirurgião,823
5177,Odie,1956-07-01,Contagem,Ortopedista,310
5178,Rosabelle,1977-02-19,Santa Luzia,Cardiologista,916
5179,Garnett,1994-09-08,Belo Horizonte,Neurologista,44
5180,Lillian,1966-05-17,Contagem,Neurologista,929
5181,Virda,1993-03-28,Contagem,Ortopedista,617
5182,Elsa,1992-02-01,Contagem,Neurologista,623
5183,Lessie,1957-06-27,Ribeirão das Neves,Cirurgião,86
5184,Madelyn,1953-05-25,Belo Horizonte,Ortopedista,669
5185,Maudell,1967-05-26,Contagem,Neurologista,476
5186,Vernie,1955-04-13,Ribeirão das Neves,Ortopedista,697
5187,Allene,1951-11-03,Ribeirão das Neves,Cardiologista,139
5188,Margaret,1972-12-08,Contagem,Cardiologista,349
5189,Theo,1988-05-11,Contagem,Neurologista,440
5190,Louis,1974-07-22,Contagem,Dermatologista,785
5191,Lethia,1951-05-06,Betim,Cardiologista,609
5192,Nonnie,1950-07-04,Belo Horizonte,Ortopedista,133
5193,Evan,1953-01-13,Contagem,Pediatra,909
5194,Gladys,1956-08-14,Betim,Neurologista,579
5195,Benjaman,1988-03-02,Betim,Pediatra,29
5196,Williemae,1945-10-08,Contagem,Ortopedista,902
5197,Cliff,1969-10-10,Santa Luzia,Cardiologista,652
5198,Hayes,1969-04-28,Santa Luzia,Ortopedista,336
5199,Lina,1977-02-13,Betim,Ortopedista,719
5200,Irven,1998-11-16,Contagem,Cardiologista,735
5201,William,1951-08-07,Contagem,Dermatologista,727
5202,Adda,1965-02-18,Santa Luzia,Ortopedista,323
5203,Nathan,1996-11-20,Contagem,Cirurgião,336
5204,Ronald,1967-10-05,Santa Luzia,Cardiologista,580
5205,Refugio,1951-07-15,Belo Horizonte,Cirurgião,47
5206,Isadore,1978-10-20,Belo Horizonte,Dermatologista,778
5207,Annabelle,1951-05-14,Ribeirão das Neves,Neurologista,573
5208,Huston,1953-04-17,Ribeirão das Neves,Neurologista,581
5209,Ara,1992-05-23,Betim,Dermatologista,623
5210,Huey,1983-01-31,Contagem,Cardiologista,116
5211,Hunter,1960-09-14,Belo Horizonte,Pediatra,377
5212,Grethel,1958-10-07,Betim,Neurologista,423
5213,Ann,1993-11-25,Santa Luzia,Dermatologista,665
5214,Anna,1956-07-23,Contagem,Pediatra,313
5215,Gabriel,1956-08-29,Belo Horizonte,Ortopedista,374
5216,Anastacia,1960-07-23,Santa Luzia,Ortopedista,587
5217,Maybell,1979-01-24,Belo Horizonte,Pediatra,678
5218,Guadalupe,1989-10-04,Contagem,Ortopedista,819
5219,Dale,1965-07-25,Ribeirão das Neves,Cirurgião,346
5220,Ervin,1973-12-01,Betim,Cirurgião,720
5221,Stewart,1960-02-27,Belo Horizonte,Cirurgião,378
5222,Azalee,1948-07-25,Contagem,Cardiologista,988
5223,Pansy,1950-10-20,Belo Horizonte,Dermatologista,60
5224,Ammie,1997-01-24,Belo Horizonte,Ortopedista,356
5225,Archer,1952-12-04,Contagem,Neurologista,902
5226,Sada,1982-03-05,Belo Horizonte,Neurologista,170
5227,Adda,1975-01-26,Ribeirão das Neves,Dermatologista,502
5228,May,1970-01-07,Santa Luzia,Cirurgião,969
5229,Geraldine,1944-08-02,Belo Horizonte,Neurologista,829
5230,Alden,1979-06-10,Betim,Cirurgião,530
5231,Letta,1955-04-27,Contagem,Cardiologista,36
5232,Will,1969-02-25,Ribeirão das Neves,Cirurgião,126
5233,Jessie,1950-02-06,Belo Horizonte,Cardiologista,71
5234,Cedric,1983-04-26,Santa Luzia,Neurologista,928
5235,Waverly,1964-01-27,Santa Luzia,Cardiologista,125
5236,Susan,1947-05-11,Santa Luzia,Ortopedista,218
5237,Theresa,1962-04-26,Betim,Pediatra,937
5238,Ples,1997-07-24,Betim,Cardiologista,954
5239,Ava,1950-09-24,Ribeirão das Neves,Ortopedista,802
5240,Elroy,1996-07-19,Contagem,Dermatologista,926
5241,Dena,1959-07-18,Santa Luzia,Ortopedista,536
5242,Ozella,1978-04-29,Betim,Cardiologista,587
5243,Eudora,1975-09-23,Santa Luzia,Dermatologista,416
5244,Theophilus,1989-01-04,Contagem,Pediatra,933
5245,Albertha,1964-10-23,Santa Luzia,Ortopedista,858
5246,Margarette,1957-05-18,Contagem,Cardiologista,51
5247,Ogden,1973-01-12,Belo Horizonte,Neurologista,288
5248,Bobbie,1965-07-13,Betim,Neurologista,769
5249,Lovina,1965-01-10,Contagem,Cardiologista,524
5250,Irvin,1957-02-23,Contagem,Cirurgião,186
5251,Rose,1989-08-18,Contagem,Neurologista,435
5252,Aubrey,1992-06-06,Belo Horizonte,Cirurgião,248
5253,Bernadine,1950-08-10,Contagem,Neurologista,395
5254,Geo,1977-07-18,Belo Horizonte,Cardiologista,324
5255,Lemmie,1960-10-17,Contagem,Dermatologista,890
5256,Elzora,1984-04-06,Belo Horizonte,Cardiologista,333
5257,Rita,1972-04-21,Betim,Cirurgião,572
5258,Harrison,1991-06-07,Ribeirão das Neves,Cirurgião,876
5259,Yetta,1982-04-08,Santa Luzia,Pediatra,898
5260,Rosaria,1988-07-03,Belo Horizonte,Cardiologista,698
5261,Catarina,1994-07-03,Santa Luzia,Ortopedista,532
5262,Kid,1980-11-22,Contagem,Ortopedista,898
5263,Hila,1967-09-08,Contagem,Cirurgião,795
5264,Waylon,1959-12-04,Betim,Ortopedista,590
5265,Lue,1963-07-18,Betim,Neurologista,100
5266,Tomasa,1982-11-19,Contagem,Neurologista,270
5267,Evertt,1984-07-24,Ribeirão das Neves,Dermatologista,662
5268,Authur,1974-04-30,Contagem,Cardiologista,379
5269,Evon,1968-12-09,Contagem,Ortopedista,866
5270,Odis,1994-02-18,Santa Luzia,Cirurgião,348
5271,Editha,1976-09-05,Betim,Neurologista,67
5272,Viola,1969-08-22,Santa Luzia,Ortopedista,85
5273,Elcie,1978-11-17,Betim,Ortopedista,521
5274,Katy,1971-07-31,Belo Horizonte,Cardiologista,245
5275,Hester,1994-09-04,Santa Luzia,Dermatologista,529
5276,Georgiana,1975-07-03,Belo Horizonte,Neurologista,334
5277,Beatrix,1961-06-02,Contagem,Pediatra,570
5278,Gena,1997-07-05,Belo Horizonte,Pediatra,643
5279,Karen,1987-08-04,Betim,Cardiologista,619
5280,Luetta,1983-03-21,Ribeirão das Neves,Neurologista,317
5281,Ruben,1990-10-26,Ribeirão das Neves,Neurologista,714
5282,Rennie,1970-11-11,Santa Luzia,Dermatologista,660
5283,Bartholomew,1992-11-29,Ribeirão das Neves,Cirurgião,753
5284,Ebbie,1956-03-03,Belo Horizonte,Pediatra,828
5285,Elvin,1953-08-02,Contagem,Dermatologista,575
5286,Etta,1947-12-14,Contagem,Ortopedista,346
5287,Alexina,1966-02-23,Santa Luzia,Ortopedista,253
5288,Sister,1992-09-10,Ribeirão das Neves,Cirurgião,829
5289,Tennessee,1979-08-20,Santa Luzia,Cardiologista,155
5290,Evelina,1967-01-06,Ribeirão das Neves,Cirurgião,973
5291,Milton,1944-11-12,Contagem,Ortopedista,836
5292,Emilie,1990-12-12,Ribeirão das Neves,Neurologista,3
5293,Pearly,1947-07-22,Contagem,Cardiologista,4
5294,Edd,1972-06-26,Ribeirão das Neves,Cirurgião,715
5295,Sandy,1988-07-13,Ribeirão das Neves,Dermatologista,37
5296,Selina,1983-12-10,Ribeirão das Neves,Ortopedista,120
5297,Leonia,1955-10-01,Betim,Cardiologista,120
5298,Olean,1988-03-06,Betim,Cardiologista,279
5299,Santos,1996-09-30,Belo Horizonte,Cardiologista,275
5300,Dana,1971-03-21,Contagem,Cardiologista,120
5301,Hester,1980-03-06,Contagem,Ortopedista,194
5302,Evans,1950-05-12,Contagem,Neurologista,666
5303,Tennie,1985-01-30,Ribeirão das Neves,Dermatologista,629
5304,Lola,1983-03-31,Ribeirão das Neves,Pediatra,858
5305,Marianna,1962-06-03,Contagem,Cirurgião,339
5306,Alberta,1967-05-04,Betim,Dermatologista,846
5307,Reita,1975-12-21,Santa Luzia,Cirurgião,158
5308,Flara,1959-07-30,Ribeirão das Neves,Dermatologista,518
5309,Clyde,1965-08-29,Belo Horizonte,Neurologista,719
5310,Lem,1959-10-09,Santa Luzia,Cirurgião,760
5311,Vela,1961-05-23,Belo Horizonte,Ortopedista,346
5312,Ocia,1954-11-28,Contagem,Pediatra,491
5313,Willis,1977-05-31,Belo Horizonte,Cirurgião,236
5314,Bert,1967-02-27,Santa Luzia,Dermatologista,439
5315,Eugenia,1975-10-01,Ribeirão das Neves,Cirurgião,422
5316,Rubby,1997-03-18,Belo Horizonte,Cardiologista,610
5317,Pink,1989-09-29,Betim,Pediatra,390
5318,Besse,1987-05-21,Santa Luzia,Neurologista,933
5319,Belle,1980-11-14,Ribeirão das Neves,Cirurgião,439
5320,Clessie,1968-09-05,Betim,Pediatra,538
5321,Opha,1967-03-02,Contagem,Pediatra,226
5322,Garnet,1978-07-04,Santa Luzia,Ortopedista,442
5323,Harlen,1969-06-29,Ribeirão das Neves,Cardiologista,454
5324,Ike,1950-09-11,Contagem,Pediatra,846
5325,Theda,1986-11-28,Betim,Neurologista,785
5326,Ross,1983-02-15,Contagem,Cardiologista,627
5327,Joshua,1974-01-20,Betim,Cirurgião,7
5328,Prince,1969-05-28,Santa Luzia,Neurologista,854
5329,Fisher,1960-11-04,Betim,Neurologista,293
5330,Alva,1984-01-16,Betim,Cardiologista,415
5331,Gwen,1981-01-21,Santa Luzia,Neurologista,191
5332,Reese,1982-02-09,Belo Horizonte,Cirurgião,671
5333,Laurena,1993-04-20,Santa Luzia,Cirurgião,145
5334,William,1981-05-05,Betim,Cirurgião,108
5335,Deena,1958-10-30,Ribeirão das Neves,Pediatra,415
5336,Classie,1950-06-13,Betim,Neurologista,883
5337,Clarance,1987-01-26,Contagem,Dermatologista,320
5338,Bea,1993-04-05,Belo Horizonte,Cardiologista,505
5339,Sophronia,1980-01-21,Contagem,Cardiologista,434
5340,Wendell,1991-04-08,Ribeirão das Neves,Dermatologista,672
5341,Elroy,1958-10-19,Santa Luzia,Dermatologista,937
5342,Augustina,1958-12-16,Ribeirão das Neves,Dermatologista,564
5343,Armin,1969-12-29,Santa Luzia,Cirurgião,751
5344,Eugenia,1957-08-29,Betim,Pediatra,774
5345,Rhoda,1987-09-08,Ribeirão das Neves,Pediatra,156
5346,Mardie,1960-08-08,Betim,Pediatra,668
5347,Loma,1944-03-23,Santa Luzia,Cardiologista,272
5348,Elda,1953-02-25,Belo Horizonte,Dermatologista,977
5349,Evelene,1987-10-04,Belo Horizonte,Cirurgião,491
5350,Betsey,1975-10-09,Santa Luzia,Pediatra,460
5351,Bird,1978-03-19,Belo Horizonte,Dermatologista,920
5352,Gaynell,1973-07-07,Ribeirão das Neves,Neurologista,932
5353,Chas,1992-04-26,Contagem,Neurologista,509
5354,Delina,1970-03-17,Contagem,Cirurgião,188
5355,Omar,1971-11-01,Ribeirão das Neves,Pediatra,698
5356,Winston,1944-01-02,Betim,Cirurgião,630
5357,Jones,1995-06-02,Santa Luzia,Dermatologista,97
5358,Augustine,1957-05-07,Betim,Neurologista,810
5359,Emmit,1949-06-26,Santa Luzia,Cardiologista,169
5360,Orland,1944-10-10,Ribeirão das Neves,Dermatologista,503
5361,Stacy,1961-05-05,Contagem,Ortopedista,269
5362,Christine,1969-09-15,Santa Luzia,Neurologista,888
5363,Gabriel,1954-05-07,Santa Luzia,Cardiologista,344
5364,Joe,1961-08-20,Belo Horizonte,Ortopedista,833
5365,Mignon,1987-03-09,Ribeirão das Neves,Pediatra,860
5366,Venus,1975-04-04,Santa Luzia,Cirurgião,519
5367,Orlando,1979-06-10,Belo Horizonte,Cardiologista,268
5368,Norbert,1971-07-07,Belo Horizonte,Dermatologista,832
5369,Esau,1955-12-01,Belo Horizonte,Cirurgião,175
5370,Anita,1960-10-11,Ribeirão das Neves,Neurologista,114
5371,Shirley,1971-04-23,Contagem,Neurologista,542
5372,Merna,1954-01-16,Belo Horizonte,Pediatra,403
5373,Hollis,1996-10-24,Betim,Neurologista,741
5374,Marcos,1974-04-18,Santa Luzia,Pediatra,98
5375,Clio,1989-04-15,Belo Horizonte,Neurologista,247
5376,Svea,1999-08-16,Betim,Cirurgião,75
5377,Ammon,1997-05-15,Santa Luzia,Neurologista,238
5378,Noma,1958-02-04,Santa Luzia,Pediatra,647
5379,Stacy,1969-01-10,Contagem,Cardiologista,775
5380,Estel,1997-01-27,Betim,Cirurgião,913
5381,Eloise,1946-07-17,Ribeirão das Neves,Dermatologista,539
5382,Winston,1996-12-16,Belo Horizonte,Cardiologista,603
5383,Adelene,1981-05-30,Santa Luzia,Dermatologista,227
5384,Georgiana,1995-05-07,Santa Luzia,Dermatologista,753
5385,Annah,1995-01-13,Contagem,Pediatra,359
5386,Louisa,1985-10-11,Betim,Neurologista,706
5387,Marie,1953-04-07,Belo Horizonte,Cirurgião,731
5388,Olga,1996-09-15,Belo Horizonte,Pediatra,94
5389,Galen,1952-02-23,Belo Horizonte,Neurologista,322
5390,Hobert,1984-12-06,Ribeirão das Neves,Neurologista,411
5391,Albertine,1969-04-14,Belo Horizonte,Pediatra,680
5392,Vesta,1962-10-10,Ribeirão das Neves,Ortopedista,938
5393,Myrl,1961-11-05,Betim,Cirurgião,989
5394,Luis,1977-06-09,Belo Horizonte,Dermatologista,98
5395,Katrina,1949-12-03,Ribeirão das Neves,Ortopedista,123
5396,Georgina,1965-06-29,Contagem,Ortopedista,50
5397,Guadalupe,1976-11-02,Santa Luzia,Dermatologista,658
5398,Otis,1971-02-17,Contagem,Pediatra,645
5399,Luciel,1990-10-19,Belo Horizonte,Ortopedista,678
5400,Bessie,1984-08-11,Belo Horizonte,Neurologista,501
5401,Alice,1987-02-07,Ribeirão das Neves,Ortopedista,366
5402,Myrle,1983-11-16,Santa Luzia,Ortopedista,50
5403,Benny,1973-07-12,Belo Horizonte,Cardiologista,618
5404,Glenora,1964-03-11,Santa Luzia,Ortopedista,436
5405,Gaynell,1973-04-02,Belo Horizonte,Dermatologista,226
5406,Bruna,1963-04-08,Betim,Cirurgião,653
5407,Gusta,1969-11-13,Ribeirão das Neves,Dermatologista,651
5408,Bee,1975-04-09,Betim,Ortopedista,940
5409,Sidney,1990-03-23,Ribeirão das Neves,Ortopedista,762
5410,Enid,1945-12-19,Contagem,Neurologista,118
5411,Hilma,1991-02-19,Ribeirão das Neves,Cirurgião,23
5412,Simpson,1987-10-06,Santa Luzia,Pediatra,276
5413,Booker,1958-07-01,Ribeirão das Neves,Neurologista,451
5414,Eldora,1969-08-22,Belo Horizonte,Pediatra,960
5415,Virgil,1968-05-08,Ribeirão das Neves,Neurologista,400
5416,Ozie,1989-06-16,Santa Luzia,Neurologista,554
5417,Jessie,1971-09-24,Ribeirão das Neves,Ortopedista,43
5418,Arnetta,1991-01-24,Ribeirão das Neves,Neurologista,60
5419,Flavia,1990-08-09,Betim,Ortopedista,839
5420,Elmer,1989-02-04,Contagem,Cardiologista,616
5421,Hermie,1945-01-26,Santa Luzia,Dermatologista,716
5422,Dona,1959-06-04,Belo Horizonte,Neurologista,594
5423,Maribel,1986-09-14,Santa Luzia,Cardiologista,134
5424,Libbie,1967-09-25,Santa Luzia,Ortopedista,967
5425,Montie,1988-06-26,Belo Horizonte,Ortopedista,28
5426,Bee,1969-07-13,Santa Luzia,Neurologista,4
5427,Nila,1966-01-20,Betim,Neurologista,884
5428,Howard,1984-06-29,Belo Horizonte,Cirurgião,255
5429,Nadie,1982-09-10,Santa Luzia,Cirurgião,247
5430,Molly,1966-11-12,Betim,Pediatra,252
5431,Lady,1964-03-12,Contagem,Neurologista,410
5432,Amelie,1963-01-03,Contagem,Ortopedista,252
5433,Montie,1970-06-12,Contagem,Neurologista,233
5434,Oran,1967-04-14,Santa Luzia,Cardiologista,585
5435,Corine,1961-01-01,Ribeirão das Neves,Dermatologista,449
5436,Gibson,1957-02-16,Ribeirão das Neves,Cardiologista,639
5437,Erick,1995-10-12,Betim,Dermatologista,635
5438,Esma,1960-08-02,Belo Horizonte,Pediatra,8
5439,Hamp,1995-05-16,Betim,Dermatologista,84
5440,Gladys,1982-08-20,Ribeirão das Neves,Dermatologista,719
5441,Carla,1993-09-09,Betim,Ortopedista,332
5442,Alejandro,1975-07-14,Belo Horizonte,Cardiologista,596
5443,Malissa,1955-07-31,Santa Luzia,Dermatologista,131
5444,Richard,1998-02-10,Belo Horizonte,Neurologista,977
5445,Lulla,1964-03-31,Santa Luzia,Dermatologista,851
5446,Louise,1983-11-27,Ribeirão das Neves,Dermatologista,269
5447,Eben,1949-08-24,Santa Luzia,Dermatologista,261
5448,Austa,1980-07-03,Ribeirão das Neves,Cirurgião,374
5449,Lu,1971-10-03,Ribeirão das Neves,Ortopedista,613
5450,Azalea,1981-08-07,Contagem,Ortopedista,556
5451,Mortimer,1985-04-04,Belo Horizonte,Cirurgião,89
5452,Trueman,1961-09-11,Santa Luzia,Ortopedista,189
5453,Malissa,1990-07-24,Santa Luzia,Cardiologista,794
5454,Daisie,1971-06-23,Ribeirão das Neves,Pediatra,102
5455,Taylor,1945-05-24,Betim,Dermatologista,858
5456,Desta,1983-10-20,Contagem,Neurologista,251
5457,Lupe,1945-12-09,Betim,Cirurgião,703
5458,Betty,1984-04-30,Contagem,Cardiologista,634
5459,Crystal,1985-12-18,Ribeirão das Neves,Cardiologista,714
5460,Benita,1999-07-26,Belo Horizonte,Pediatra,197
5461,Karl,1962-04-21,Contagem,Neurologista,211
5462,Eve,1967-01-27,Betim,Pediatra,176
5463,Fred,1957-05-02,Santa Luzia,Cardiologista,761
5464,Leopold,1991-10-13,Belo Horizonte,Cardiologista,206
5465,Adolphus,1983-02-04,Belo Horizonte,Dermatologista,72
5466,Abram,1990-10-05,Betim,Pediatra,356
5467,Bertha,1962-07-19,Santa Luzia,Dermatologista,368
5468,Lewie,1978-12-10,Belo Horizonte,Dermatologista,719
5469,Loyal,1947-12-27,Santa Luzia,Pediatra,105
5470,Garland,1957-08-16,Contagem,Cirurgião,433
5471,Retta,1987-08-21,Ribeirão das Neves,Cardiologista,439
5472,Delight,1983-02-06,Belo Horizonte,Neurologista,569
5473,Opel,1980-07-14,Santa Luzia,Cirurgião,47
5474,Mada,1958-03-10,Contagem,Dermatologista,65
5475,Althea,1991-01-24,Belo Horizonte,Cardiologista,86
5476,Burney,1944-04-20,Contagem,Pediatra,421
5477,Hiram,1956-02-08,Santa Luzia,Cardiologista,782
5478,Obie,1965-05-19,Ribeirão das Neves,Pediatra,274
5479,Roby,1968-02-01,Ribeirão das Neves,Cirurgião,421
5480,Lonnie,1972-02-13,Ribeirão das Neves,Cirurgião,420
5481,Jesus,1965-05-27,Betim,Cirurgião,753
5482,Chauncey,1960-07-03,Betim,Pediatra,238
5483,Marcia,1988-03-24,Betim,Dermatologista,20
5484,Nell,1977-08-06,Contagem,Dermatologista,63
5485,Ambrose,1949-11-09,Contagem,Dermatologista,572
5486,Margery,1951-05-29,Santa Luzia,Pediatra,83
5487,Theresa,1948-04-26,Contagem,Cirurgião,597
5488,Mack,1997-08-13,Contagem,Neurologista,201
5489,Lorenza,1950-03-18,Santa Luzia,Pediatra,535
5490,Cornell,1946-02-13,Santa Luzia,Ortopedista,380
5491,Ernesto,1951-02-03,Contagem,Pediatra,636
5492,Melville,1954-04-22,Contagem,Dermatologista,740
5493,Alva,1988-08-10,Ribeirão das Neves,Pediatra,428
