rg,nome,idade,cidade,salario
10733552,Pearlie,1975-04-01,Belo Horizonte,1643.00
10733573,Thurman,1965-05-01,Betim,2171.00
10733594,Dagmar,1959-01-15,Contagem,1381.00
10733615,Libbie,1970-08-20,Santa Luzia,1634.00
10733636,Eldred,1986-11-29,Belo Horizonte,1755.00
10733657,Marlin,1971-08-22,Santa Luzia,1557.00
10733678,Lennie,1999-08-12,Betim,2463.00
10733699,Giles,1962-05-07,Betim,1874.00
10733720,Manley,1980-09-08,Contagem,1457.00
10733741,Eva,1977-11-12,Belo Horizonte,2138.00
10733762,Albina,1983-06-02,Belo Horizonte,1872.00
10733783,Woodard,1949-04-26,Contagem,2324.00
10733804,Vona,1991-02-12,Santa Luzia,1311.00
10733825,Alla,1956-11-26,Belo Horizonte,1552.00
10733846,Loren,1972-03-10,Santa Luzia,2182.00
10733867,Nolia,1994-07-20,Betim,1777.00
10733888,Wilford,1995-08-08,Belo Horizonte,1811.00
10733909,Ted,1968-09-14,Contagem,2322.00
10733930,Alleen,1993-11-14,Betim,1949.00
10733951,Ena,1960-09-09,Belo Horizonte,1639.00
10733972,Georgia,1953-08-22,Contagem,1730.00
10733993,Early,1974-05-18,Belo Horizonte,1815.00
10734014,Celeste,1982-10-17,Belo Horizonte,1864.00
10734035,Roy,1962-11-02,Belo Horizonte,1467.00
10734056,Essie,1993-05-27,Ribeirão das Neves,2392.00
10734077,Janette,1956-10-02,Santa Luzia,1748.00
10734098,Alfonso,1952-08-21,Santa Luzia,1655.00
10734119,Vinita,1977-03-24,Santa Luzia,2213.00
10734140,Rush,1958-07-10,Belo Horizonte,1904.00
10734161,Orange,1985-10-05,Betim,2106.00
10734182,Missouri,1948-02-28,Betim,2117.00
10734203,Hobson,1989-10-03,Betim,1765.00
10734224,Hilmer,1978-04-12,Betim,2338.00
10734245,Opal,1992-06-19,Contagem,1318.00
10734266,Joanna,1999-11-24,Contagem,2240.00
10734287,Charles,1956-09-29,Betim,1785.00
10734308,Chlora,1960-01-07,Ribeirão das Neves,1499.00
10734329,Jewel,1946-12-23,Belo Horizonte,2223.00
10734350,Vida,1945-09-28,Ribeirão das Neves,2360.00
10734371,Lina,1981-02-15,Betim,1558.00
10734392,Bartholomew,1981-04-30,Betim,1725.00
10734413,Ozell,1966-08-12,Contagem,1968.00
10734434,Glenn,1993-01-04,Santa Luzia,2156.00
10734455,Grover,1967-10-21,Santa Luzia,1903.00
10734476,Beedie,1959-08-04,Ribeirão das Neves,1338.00
10734497,Jocie,1952-11-17,Santa Luzia,2342.00
10734518,Tobie,1985-10-13,Ribeirão das Neves,2393.00
10734539,Francis,1976-12-05,Belo Horizonte,2053.00
10734560,Norbert,1955-08-13,Belo Horizonte,1625.00
10734581,Clara,1983-07-15,Santa Luzia,2070.00
10734602,Eleanore,1986-01-31,Santa Luzia,2386.00
10734623,Elisabeth,1983-10-07,Betim,2220.00
10734644,Leo,1948-10-24,Ribeirão das Neves,1707.00
10734665,Lota,1949-05-17,Contagem,1868.00
10734686,Albertha,1974-11-15,Belo Horizonte,2337.00
10734707,Besse,1985-11-28,Betim,2060.00
10734728,Idamae,1945-05-18,Belo Horizonte,2341.00
10734749,Felicia,1974-08-04,Ribeirão das Neves,1720.00
10734770,Smith,1995-08-24,Betim,1766.00
10734791,Elisha,1966-12-24,Belo Horizonte,1304.00
10734812,Lottie,1995-08-27,Contagem,2333.00
10734833,Alline,1977-03-17,Ribeirão das Neves,2154.00
10734854,Ambrose,1975-12-08,Contagem,1656.00
10734875,Nan,1995-01-08,Contagem,2431.00
10734896,Jose,1975-08-01,Santa Luzia,1614.00
10734917,Josefa,1996-04-10,Ribeirão das Neves,2434.00
10734938,Delila,1990-07-14,Ribeirão das Neves,1854.00
10734959,Marvel,1988-08-25,Ribeirão das Neves,2292.00
10734980,Preston,1968-06-13,Santa Luzia,1599.00
10735001,Constance,1965-01-02,Betim,2228.00
10735022,Aleen,1947-06-21,Contagem,2286.00
10735043,Otha,1954-11-10,Contagem,1384.00
10735064,Lillie,1986-01-17,Contagem,1956.00
10735085,Caleb,1974-02-16,Belo Horizonte,2350.00
10735106,Elese,1985-06-26,Contagem,2435.00
10735127,Letitia,1988-05-11,Contagem,1427.00
10735148,Lavenia,1974-02-06,Contagem,1626.00
10735169,Ely,1988-07-25,Belo Horizonte,1467.00
10735190,Laurena,1990-06-04,Santa Luzia,2474.00
10735211,Pennie,1963-08-01,Contagem,1759.00
10735232,Berenice,1978-08-22,Belo Horizonte,2461.00
10735253,Antoinette,1992-01-09,Contagem,2140.00
10735274,Ivory,1956-05-12,Belo Horizonte,1308.00
10735295,Augustine,1958-08-01,Contagem,2050.00
10735316,Lonnie,1957-01-17,Belo Horizonte,1603.00
10735337,Ressie,1960-12-03,Belo Horizonte,2467.00
10735358,Benedict,1968-02-06,Ribeirão das Neves,2029.00
10735379,America,1962-04-01,Santa Luzia,1501.00
10735400,Otha,1971-05-01,Santa Luzia,1905.00
10735421,Flossie,1995-02-18,Santa Luzia,1374.00
10735442,Joe,1963-11-15,Belo Horizonte,2048.00
10735463,Clover,1967-05-11,Betim,1747.00
10735484,Florinda,1980-08-21,Belo Horizonte,1756.00
10735505,Mac,1986-05-30,Betim,1784.00
10735526,Erna,1955-07-28,Betim,1502.00
10735547,Rosie,1965-05-20,Betim,2147.00
10735568,Tony,1955-02-04,Contagem,2119.00
10735589,Erline,1946-11-04,Contagem,2227.00
10735610,Meredith,1975-06-18,Ribeirão das Neves,1686.00
10735631,Will,1954-03-24,Contagem,2142.00
10735652,Elaine,1958-08-17,Contagem,2461.00
10735673,Virginia,1997-05-20,Betim,1729.00
10735694,Lorene,1996-08-03,Ribeirão das Neves,1693.00
10735715,Catalina,1978-10-20,Santa Luzia,1400.00
10735736,Olin,1944-01-20,Santa Luzia,2329.00
10735757,Rose,1945-01-12,Belo Horizonte,2128.00
10735778,Edgar,1996-08-17,Santa Luzia,1624.00
10735799,Willard,1949-04-24,Contagem,2004.00
10735820,Joan,1947-10-14,Betim,2023.00
10735841,Linnie,1953-08-31,Santa Luzia,1533.00
10735862,Dora,1976-09-29,Ribeirão das Neves,1735.00
10735883,Ellwood,1962-05-30,Ribeirão das Neves,1495.00
10735904,Mathias,1995-12-16,Santa Luzia,1491.00
10735925,August,1963-07-12,Contagem,1581.00
10735946,Diane,1952-01-12,Contagem,1879.00
10735967,Meryle,1958-02-09,Belo Horizonte,1835.00
10735988,Mollie,1961-12-01,Ribeirão das Neves,1419.00
10736009,Burt,1950-08-17,Belo Horizonte,1646.00
10736030,Henretta,1991-05-27,Santa Luzia,2093.00
10736051,Haskell,1968-06-11,Betim,2012.00
10736072,Loraine,1993-04-26,Ribeirão das Neves,2373.00
10736093,Willie,1974-02-21,Betim,1779.00
10736114,Oliver,1953-10-09,Betim,2067.00
10736135,George,1976-11-14,Belo Horizonte,2324.00
10736156,Thera,1948-02-20,Belo Horizonte,1765.00
10736177,Pasquale,1984-09-04,Contagem,1899.00
10736198,Carry,1953-05-28,Santa Luzia,2129.00
10736219,Fanie,1949-02-16,Betim,1808.00
10736240,Elroy,1953-09-29,Contagem,1959.00
10736261,Nicolas,1964-12-03,Betim,1960.00
10736282,Perley,1975-02-21,Betim,2078.00
10736303,Albertina,1948-07-13,Ribeirão das Neves,1601.00
10736324,Norwood,1990-06-20,Contagem,2166.00
10736345,Claudia,1984-08-22,Betim,2208.00
10736366,Becky,1948-10-02,Belo Horizonte,1895.00
10736387,Malissa,1998-08-12,Ribeirão das Neves,2299.00
10736408,Apollonia,1984-02-21,Betim,1494.00
10736429,Aurelia,1952-05-01,Contagem,1846.00
10736450,Violetta,1971-03-12,Santa Luzia,2078.00
10736471,Essex,1966-07-09,Contagem,2473.00
10736492,Sumner,1987-03-02,Santa Luzia,1765.00
10736513,Sophronia,1981-09-09,Belo Horizonte,2365.00
10736534,Ammon,1998-12-28,Contagem,2425.00
10736555,Lawerence,1964-11-09,Ribeirão das Neves,2138.00
10736576,Leo,1971-08-30,Santa Luzia,1615.00
10736597,Carlee,1949-07-28,Santa Luzia,1667.00
10736618,Lauretta,1962-12-29,Ribeirão das Neves,1901.00
10736639,Garnet,1949-08-13,Betim,1616.00
10736660,Allen,1963-01-12,Santa Luzia,1479.00
10736681,Veronica,1953-04-05,Ribeirão das Neves,2447.00
10736702,Fred,1986-06-02,Ribeirão das Neves,1969.00
10736723,Pluma,1966-06-28,Contagem,1528.00
10736744,Lon,1982-12-16,Santa Luzia,1356.00
10736765,Jerusha,1951-12-19,Ribeirão das Neves,2040.00
10736786,Wava,1964-12-18,Ribeirão das Neves,2485.00
10736807,Ammon,1955-12-26,Belo Horizonte,2239.00
10736828,Chloe,1946-04-15,Ribeirão das Neves,2334.00
10736849,Armond,1986-01-17,Ribeirão das Neves,2175.00
10736870,Vivian,1970-05-27,Belo Horizonte,1975.00
10736891,Wade,1971-04-03,Ribeirão das Neves,2128.00
10736912,Luis,1999-07-29,Santa Luzia,1382.00
10736933,Meredith,1957-05-09,Belo Horizonte,1475.00
10736954,Vernie,1964-12-13,Belo Horizonte,2341.00
10736975,Coleman,1980-03-29,Ribeirão das Neves,2371.00
10736996,Mark,1963-07-01,Betim,2303.00
10737017,Marian,1968-08-19,Ribeirão das Neves,1323.00
10737038,Hugo,1978-09-05,Belo Horizonte,1356.00
10737059,Dorothy,1979-10-06,Contagem,2229.00
10737080,Jemima,1979-05-18,Belo Horizonte,1534.00
10737101,Zilpha,1963-02-21,Santa Luzia,1529.00
10737122,Clora,1991-01-17,Belo Horizonte,2466.00
10737143,Laurie,1988-12-07,Betim,1333.00
10737164,Ramona,1989-08-10,Santa Luzia,2329.00
10737185,Doshie,1995-10-19,Contagem,1980.00
10737206,Timmie,1944-10-21,Santa Luzia,1543.00
10737227,Louise,1977-11-27,Belo Horizonte,2171.00
10737248,Jeff,1976-03-04,Ribeirão das Neves,1767.00
10737269,Lila,1990-02-22,Ribeirão das Neves,2002.00
10737290,Dove,1989-04-05,Belo Horizonte,2343.00
10737311,Arletta,1945-07-20,Belo Horizonte,1386.00
10737332,Jennings,1952-02-13,Belo Horizonte,2097.00
10737353,Alexander,1961-07-22,Ribeirão das Neves,1814.00
10737374,Hila,1993-12-23,Contagem,1677.00
10737395,Foy,1977-01-29,Belo Horizonte,1619.00
10737416,Ervin,1948-09-25,Belo Horizonte,2328.00
10737437,Laurie,1977-07-14,Ribeirão das Neves,2126.00
10737458,Louisa,1959-06-20,Betim,1528.00
10737479,Oran,1996-03-01,Contagem,1888.00
10737500,Leo,1968-03-30,Betim,1673.00
10737521,Victoria,1973-09-19,Ribeirão das Neves,1453.00
10737542,Odus,1968-01-18,Betim,2136.00
10737563,Camille,1980-10-15,Ribeirão das Neves,1975.00
10737584,Lucile,1976-02-06,Betim,1417.00
10737605,Mart,1991-08-03,Santa Luzia,1941.00
10737626,Oneita,1986-02-02,Belo Horizonte,1662.00
10737647,Clifford,1997-10-05,Santa Luzia,1881.00
10737668,Malissie,1981-01-19,Ribeirão das Neves,1763.00
10737689,Ramona,1969-08-01,Contagem,2200.00
10737710,Seraphine,1960-04-26,Betim,2463.00
10737731,Lewie,1993-09-04,Contagem,2478.00
10737752,Ellen,1996-07-16,Ribeirão das Neves,1835.00
10737773,Seymour,1973-01-23,Belo Horizonte,2376.00
10737794,Herlinda,1960-05-12,Santa Luzia,2108.00
10737815,Thelma,1985-07-21,Belo Horizonte,1767.00
10737836,Altie,1979-09-08,Contagem,2376.00
10737857,Odie,1998-04-11,Betim,1809.00
10737878,Oliver,1991-06-17,Ribeirão das Neves,1648.00
10737899,Hardy,1951-04-20,Santa Luzia,1403.00
10737920,Rochelle,1990-04-20,Ribeirão das Neves,2385.00
10737941,Lorenzo,1964-02-23,Betim,1313.00
10737962,Little,1983-06-27,Betim,1395.00
10737983,Gracie,1948-12-04,Belo Horizonte,2160.00
10738004,Elma,1980-07-28,Ribeirão das Neves,1483.00
10738025,Malissa,1953-12-28,Santa Luzia,2467.00
10738046,Abby,1950-08-22,Santa Luzia,1867.00
10738067,Worth,1985-09-13,Betim,2321.00
10738088,Dotty,1982-01-30,Ribeirão das Neves,1577.00
10738109,Cornelia,1977-02-27,Santa Luzia,2342.00
10738130,Christie,1962-06-09,Ribeirão das Neves,1587.00
10738151,Laverna,1965-09-21,Belo Horizonte,1893.00
10738172,Phebe,1976-11-19,Betim,2493.00
10738193,Irine,1989-07-26,Ribeirão das Neves,1984.00
10738214,Dezzie,1958-04-20,Belo Horizonte,1844.00
10738235,Sammy,1959-09-06,Ribeirão das Neves,2065.00
10738256,Zonia,1978-07-26,Ribeirão das Neves,1696.00
10738277,Jimmie,1976-02-02,Santa Luzia,1815.00
10738298,Augustine,1957-06-28,Betim,2060.00
10738319,Willard,1996-11-01,Ribeirão das Neves,1570.00
10738340,Esma,1990-11-11,Belo Horizonte,1757.00
10738361,Laurine,1962-03-31,Belo Horizonte,2409.00
10738382,Florida,1946-06-16,Belo Horizonte,1790.00
10738403,Matha,1952-10-27,Santa Luzia,1884.00
10738424,Clyde,1952-06-12,Belo Horizonte,2331.00
10738445,Mary,1975-01-25,Contagem,2099.00
10738466,Melvin,1949-09-12,Belo Horizonte,1522.00
10738487,Rebecca,1955-08-25,Contagem,1869.00
10738508,Lina,1977-08-27,Santa Luzia,1806.00
10738529,Mart,1988-08-24,Contagem,2357.00
10738550,Myrtle,1974-12-08,Belo Horizonte,2441.00
10738571,Mary,1997-08-30,Contagem,1470.00
10738592,Tennie,1997-06-02,Contagem,2355.00
10738613,Georgie,1997-11-04,Contagem,2490.00
10738634,Theo,1952-03-18,Santa Luzia,1650.00
10738655,Alvah,1988-05-15,Betim,2055.00
10738676,Lynda,1961-04-17,Contagem,2248.00
10738697,Harper,1986-01-24,Santa Luzia,2391.00
10738718,Pearly,1971-12-05,Contagem,2416.00
10738739,Orland,1972-11-13,Ribeirão das Neves,1943.00
10738760,Rodney,1961-11-29,Contagem,2258.00
10738781,Van,1954-02-10,Betim,1327.00
10738802,Averil,1982-06-13,Contagem,2339.00
10738823,Lulia,1984-11-11,Betim,1701.00
10738844,Gustav,1963-07-06,Ribeirão das Neves,1536.00
10738865,Nora,1977-03-24,Contagem,2199.00
10738886,Queenie,1951-12-02,Belo Horizonte,2462.00
10738907,Vola,1972-11-16,Santa Luzia,1320.00
10738928,Drusilla,1974-04-18,Ribeirão das Neves,1683.00
10738949,Melinda,1956-10-16,Betim,1989.00
10738970,Parthenia,1978-08-04,Santa Luzia,1848.00
10738991,Vernita,1953-04-05,Belo Horizonte,1565.00
10739012,Orrin,1982-09-04,Contagem,1906.00
10739033,Margarette,1986-12-13,Ribeirão das Neves,1957.00
10739054,Shelton,1968-07-07,Betim,1672.00
10739075,Bob,1958-09-10,Santa Luzia,1834.00
10739096,Isac,1970-12-08,Belo Horizonte,2059.00
10739117,Ursula,1954-08-27,Contagem,1477.00
10739138,Melton,1971-09-13,Ribeirão das Neves,1470.00
10739159,Treva,1981-05-08,Belo Horizonte,1988.00
10739180,Shirley,1958-02-17,Santa Luzia,1933.00
10739201,Roscoe,1978-11-18,Belo Horizonte,2499.00
10739222,Leamon,1977-06-02,Santa Luzia,1915.00
10739243,Clement,1978-01-07,Ribeirão das Neves,1375.00
10739264,Ophelia,1951-01-02,Ribeirão das Neves,1765.00
10739285,Lyda,1969-08-31,Contagem,1999.00
10739306,Carlene,1992-10-28,Belo Horizonte,2454.00
10739327,Frances,1952-10-20,Ribeirão das Neves,2153.00
10739348,Algie,1985-11-27,Belo Horizonte,2076.00
10739369,Hartwell,1953-11-12,Ribeirão das Neves,2250.00
10739390,Chloe,1994-09-21,Betim,1389.00
10739411,Mariah,1977-10-03,Ribeirão das Neves,1758.00
10739432,Bernice,1983-12-01,Contagem,2325.00
10739453,Viva,1951-02-20,Santa Luzia,2434.00
10739474,Nellie,1970-05-07,Belo Horizonte,2420.00
10739495,Quince,1968-10-10,Betim,2279.00
10739516,Allene,1948-02-07,Belo Horizonte,2177.00
10739537,Juliet,1982-11-13,Belo Horizonte,2323.00
10739558,Dillie,1979-05-28,Ribeirão das Neves,1380.00
10739579,Marlin,1969-10-28,Ribeirão das Neves,1603.00
10739600,Leora,1956-07-05,Belo Horizonte,1483.00
10739621,Wilfred,1987-03-05,Belo Horizonte,1554.00
10739642,Audie,1954-04-13,Betim,2187.00
10739663,Marshall,1967-06-02,Contagem,2339.00
10739684,Virlie,1945-02-28,Ribeirão das Neves,1921.00
10739705,Cherry,1997-11-11,Belo Horizonte,2312.00
10739726,Refugio,1945-05-04,Contagem,1869.00
10739747,Merna,1956-01-14,Betim,1539.00
10739768,Eathel,1950-07-30,Betim,1794.00
10739789,Linn,1956-05-29,Belo Horizonte,1717.00
10739810,Washington,1965-12-26,Santa Luzia,1908.00
10739831,Eutha,1974-11-29,Santa Luzia,2037.00
10739852,Larkin,1958-06-20,Contagem,2406.00
10739873,Milton,1987-03-16,Santa Luzia,2346.00
10739894,Orva,1959-12-11,Ribeirão das Neves,1384.00
10739915,Sim,1983-01-17,Ribeirão das Neves,2057.00
10739936,Nellie,1974-12-19,Ribeirão das Neves,1725.00
10739957,Velda,1961-05-28,Betim,2424.00
10739978,Theodosia,1966-02-10,Santa Luzia,1853.00
10739999,Roosevelt,1997-10-27,Betim,1782.00
10740020,Joshua,1990-07-05,Santa Luzia,1612.00
10740041,Maxine,1998-07-19,Santa Luzia,2404.00
10740062,Iza,1975-10-15,Contagem,2175.00
10740083,Erwin,1957-12-06,Ribeirão das Neves,1351.00
10740104,Micheal,1963-03-15,Belo Horizonte,2202.00
10740125,Nicie,1950-02-01,Ribeirão das Neves,1555.00
10740146,Eleanora,1949-04-01,Santa Luzia,2233.00
10740167,Benito,1957-02-17,Contagem,1769.00
10740188,Ira,1977-02-06,Betim,1322.00
10740209,Sara,1947-07-19,Ribeirão das Neves,2447.00
10740230,Lovella,1996-04-24,Belo Horizonte,2134.00
10740251,Willa,1968-10-17,Santa Luzia,2296.00
10740272,Lowell,1989-04-04,Belo Horizonte,2449.00
10740293,Weldon,1982-12-16,Belo Horizonte,2427.00
10740314,Mena,1946-09-04,Ribeirão das Neves,1819.00
10740335,Glen,1971-08-14,Santa Luzia,2263.00
10740356,Odell,1967-01-24,Contagem,1697.00
10740377,Maribel,1986-01-10,Betim,1599.00
10740398,Greely,1991-08-08,Santa Luzia,1790.00
10740419,Madolin,1950-10-06,Ribeirão das Neves,2422.00
10740440,Marty,1990-12-13,Contagem,1547.00
10740461,June,1976-08-22,Belo Horizonte,2006.00
10740482,Laurel,1971-04-20,Ribeirão das Neves,1661.00
10740503,Isreal,1993-10-10,Belo Horizonte,1498.00
10740524,Ossie,1953-05-03,Ribeirão das Neves,1859.00
10740545,Dean,1994-01-22,Contagem,1444.00
10740566,Daphne,1973-08-10,Belo Horizonte,2499.00
10740587,Leontine,1956-10-25,Santa Luzia,2379.00
10740608,Mata,1999-10-06,Santa Luzia,1581.00
10740629,Elva,1949-05-16,Santa Luzia,2271.00
10740650,Matthew,1988-03-11,Santa Luzia,1313.00
10740671,Westley,1976-04-30,Belo Horizonte,1747.00
10740692,Isadora,1963-11-17,Belo Horizonte,2212.00
10740713,Almon,1951-07-17,Belo Horizonte,1989.00
10740734,Clide,1947-04-10,Betim,2457.00
10740755,Jessica,1964-11-19,Santa Luzia,1946.00
10740776,Richie,1987-12-12,Contagem,1798.00
10740797,Toby,1955-07-24,Santa Luzia,2199.00
10740818,Hamilton,1971-09-15,Betim,2151.00
10740839,Nevada,1945-06-13,Ribeirão das Neves,2482.00
10740860,Fred,1951-02-03,Santa Luzia,2277.00
10740881,Barbra,1985-02-20,Belo Horizonte,1806.00
10740902,Winfred,1969-08-10,Contagem,2195.00
10740923,Elzie,1990-09-05,Contagem,2077.00
10740944,Mozelle,1969-04-04,Ribeirão das Neves,1717.00
10740965,Cordelia,1991-12-12,Belo Horizonte,1347.00
10740986,Warner,1989-03-07,Santa Luzia,2076.00
10741007,Lorenzo,1975-09-08,Betim,2395.00
10741028,Norine,1963-08-16,Contagem,2290.00
10741049,Mina,1974-11-21,Contagem,2060.00
10741070,Willia,1951-01-11,Belo Horizonte,2067.00
10741091,Clyde,1961-04-12,Santa Luzia,1736.00
10741112,Amelie,1979-08-09,Santa Luzia,2116.00
10741133,Murl,1962-10-31,Contagem,1408.00
10741154,Wilhelmine,1997-09-22,Ribeirão das Neves,1671.00
10741175,Drucilla,1984-06-16,Belo Horizonte,2409.00
10741196,June,1974-09-20,Contagem,1906.00
10741217,Elsie,1962-02-15,Contagem,1741.00
10741238,Mayme,1990-03-26,Contagem,2025.00
10741259,Dorotha,1961-07-21,Ribeirão das Neves,1616.00
10741280,Liza,1957-06-13,Ribeirão das Neves,1700.00
10741301,Aurore,1944-01-06,Santa Luzia,2305.00
10741322,Cleave,1963-01-17,Santa Luzia,1616.00
10741343,Elenora,1958-11-08,Ribeirão das Neves,2328.00
10741364,Abraham,1956-07-17,Contagem,2309.00
10741385,Olive,1973-07-04,Contagem,1812.00
10741406,Mame,1948-11-17,Belo Horizonte,1457.00
10741427,Estill,1981-03-25,Ribeirão das Neves,1618.00
10741448,Bertrand,1959-07-08,Ribeirão das Neves,1418.00
10741469,Tula,1987-04-22,Ribeirão das Neves,2116.00
10741490,Roger,1965-12-02,Santa Luzia,2198.00
10741511,Matt,1945-04-21,Santa Luzia,1485.00
10741532,Carra,1991-03-28,Betim,1970.00
10741553,Ollie,1970-04-24,Contagem,1728.00
10741574,Ramon,1954-09-08,Santa Luzia,2156.00
10741595,Moe,1989-12-20,Ribeirão das Neves,1633.00
10741616,Diane,1979-07-20,Belo Horizonte,2136.00
10741637,Ivan,1966-12-15,Santa Luzia,1520.00
10741658,Alford,1980-10-03,Ribeirão das Neves,2387.00
10741679,Nick,1990-06-19,Ribeirão das Neves,2339.00
10741700,Alexandra,1976-04-06,Contagem,2462.00
10741721,Hester,1958-02-09,Contagem,1839.00
10741742,Corean,1975-06-30,Belo Horizonte,2202.00
10741763,Marian,1957-12-03,Santa Luzia,1544.00
10741784,Golden,1950-04-09,Ribeirão das Neves,1316.00
10741805,Howard,1968-10-09,Santa Luzia,1548.00
10741826,Clotilde,1999-02-25,Ribeirão das Neves,2057.00
10741847,Eli,1964-11-19,Santa Luzia,1647.00
10741868,Madge,1991-10-22,Betim,1978.00
10741889,Jamie,1975-11-17,Belo Horizonte,1439.00
10741910,Herman,1950-10-12,Ribeirão das Neves,2062.00
10741931,Hazel,1955-03-16,Betim,1615.00
10741952,Henretta,1970-12-07,Contagem,2078.00
10741973,Asbury,1965-03-14,Contagem,1714.00
10741994,Louise,1961-01-13,Contagem,1647.00
10742015,Elinore,1978-07-04,Contagem,1969.00
10742036,Elisa,1971-05-27,Belo Horizonte,2299.00
10742057,Hilding,1980-07-31,Belo Horizonte,2444.00
10742078,Lynwood,1952-11-25,Betim,1768.00
10742099,Dolores,1994-06-27,Betim,1352.00
10742120,Newman,1966-12-10,Ribeirão das Neves,1925.00
10742141,Augustus,1945-11-13,Contagem,2061.00
10742162,Whit,1955-12-20,Contagem,2369.00
10742183,Arie,1972-03-06,Contagem,1300.00
10742204,Rettie,1985-05-29,Betim,1928.00
10742225,Francis,1965-11-04,Ribeirão das Neves,1915.00
10742246,Norma,1975-11-10,Contagem,2262.00
10742267,Vivienne,1967-09-08,Belo Horizonte,1650.00
10742288,Esther,1993-07-29,Belo Horizonte,1848.00
10742309,Claude,1996-01-29,Ribeirão das Neves,1981.00
10742330,Joel,1944-02-19,Ribeirão das Neves,2249.00
10742351,Grayce,1996-10-10,Contagem,1414.00
10742372,Milan,1970-10-29,Belo Horizonte,1871.00
10742393,Otis,1969-11-14,Betim,1805.00
10742414,Donato,1988-08-12,Betim,2379.00
10742435,Abram,1976-10-10,Belo Horizonte,2216.00
10742456,Santa,1962-07-23,Ribeirão das Neves,1914.00
10742477,Jimmie,1983-07-03,Betim,2141.00
10742498,Burrell,1978-06-30,Betim,2440.00
10742519,Price,1990-06-01,Betim,1448.00
10742540,Paul,1997-10-09,Contagem,2399.00
10742561,Wong,1967-02-24,Belo Horizonte,2448.00
10742582,Orris,1958-10-28,Contagem,1709.00
10742603,Lee,1979-11-07,Contagem,2439.00
10742624,Berthal,1999-05-11,Contagem,2366.00
10742645,Benedict,1993-12-26,Ribeirão das Neves,2408.00
10742666,Ivory,1988-04-14,Santa Luzia,1983.00
10742687,Dott,1975-02-15,Santa Luzia,1937.00
10742708,Achsah,1978-07-01,Santa Luzia,1591.00
10742729,Augusta,1956-12-09,Betim,1743.00
10742750,Zollie,1970-02-04,Santa Luzia,2052.00
10742771,Angelica,1947-06-18,Santa Luzia,2147.00
10742792,Kathern,1979-09-22,Belo Horizonte,1535.00
10742813,Thelda,1992-08-03,Ribeirão das Neves,2085.00
10742834,Mannie,1951-02-20,Santa Luzia,1703.00
10742855,Harland,1966-05-04,Ribeirão das Neves,2213.00
10742876,Olie,1997-05-07,Belo Horizonte,2139.00
10742897,Bynum,1978-07-04,Santa Luzia,1587.00
10742918,Eldon,1983-01-08,Santa Luzia,1722.00
10742939,Geneva,1987-09-24,Betim,2436.00
10742960,Marquis,1966-10-20,Ribeirão das Neves,1941.00
10742981,Kathryne,1967-01-11,Contagem,2180.00
10743002,Audrie,1985-08-20,Betim,2471.00
10743023,Edison,1953-09-28,Betim,1989.00
10743044,Ladonna,1989-08-13,Ribeirão das Neves,1615.00
10743065,Kathryne,1970-01-09,Belo Horizonte,1395.00
10743086,Rollo,1960-06-09,Contagem,2261.00
10743107,Thompson,1975-05-27,Betim,2331.00
10743128,Byron,1962-06-21,Ribeirão das Neves,2476.00
10743149,Lewis,1954-01-28,Contagem,1571.00
10743170,Jeremiah,1970-02-05,Ribeirão das Neves,2309.00
10743191,Hassie,1982-09-17,Contagem,2132.00
10743212,Hershel,1947-06-02,Ribeirão das Neves,1601.00
10743233,Elvira,1977-02-22,Ribeirão das Neves,1883.00
10743254,Oralee,1973-02-13,Santa Luzia,1744.00
10743275,Lonnie,1955-11-29,Belo Horizonte,2033.00
10743296,Clytie,1982-09-11,Santa Luzia,1571.00
10743317,Dosha,1994-03-26,Ribeirão das Neves,2125.00
10743338,Julia,1962-04-25,Santa Luzia,2066.00
10743359,Myrna,1975-09-17,Ribeirão das Neves,2346.00
10743380,Iler,1962-07-28,Betim,2404.00
10743401,Reinhold,1975-01-06,Ribeirão das Neves,2414.00
10743422,Winford,1958-07-19,Belo Horizonte,1829.00
10743443,Ivory,1997-07-04,Santa Luzia,1545.00
10743464,Antionette,1973-06-21,Betim,2053.00
10743485,Mildred,1950-12-16,Contagem,1920.00
10743506,Trinidad,1961-10-13,Santa Luzia,1975.00
10743527,Myrta,1961-09-05,Ribeirão das Neves,1325.00
10743548,Paris,1993-12-26,Belo Horizonte,2285.00
10743569,Fletcher,1993-06-03,Belo Horizonte,1500.00
10743590,Albertha,1944-02-17,Belo Horizonte,2397.00
10743611,Steve,1978-04-10,Betim,2499.00
10743632,Peyton,1995-03-16,Contagem,1601.00
10743653,Gudrun,1967-06-09,Santa Luzia,1753.00
10743674,Alexina,1944-03-22,Betim,1577.00
10743695,Chester,1990-10-09,Ribeirão das Neves,1752.00
10743716,Joy,1960-09-24,Contagem,1577.00
10743737,Sherwood,1992-09-14,Santa Luzia,1491.00
10743758,Aurore,1948-03-18,Contagem,2018.00
10743779,Bud,1961-01-04,Belo Horizonte,1725.00
10743800,Elton,1952-04-26,Betim,1954.00
10743821,Ava,1986-06-14,Santa Luzia,1493.00
10743842,Corine,1954-06-08,Ribeirão das Neves,1759.00
10743863,Steve,1982-04-20,Belo Horizonte,2247.00
10743884,Auda,1990-07-03,Belo Horizonte,2487.00
10743905,Lula,1944-12-03,Santa Luzia,1480.00
